STATE_CODE,state,ppf_cat,hisp_f,white,black,hispanic,native,asian,hawaiian,other
24,MD,mvtheft,0,0.22881356,0.77118641,0,0,0,0,0
24,MD,fraud,0,0.41176471,0.57352942,0,0.014705882,0,0,0
24,MD,larceny,0,0.54827178,0.45053634,0,0.001191895,0,0,0
24,MD,otherprop,0,0.30588236,0.69411767,0,0,0,0,0
24,MD,drugtraff,0,0.11165559,0.8862443,0,0.000350018,0.001750088,0,0
24,MD,drugposs,0,0.21321322,0.78378379,0,0,0.003003003,0,0
24,MD,otherdrug,0,0.25,0.7421875,0,0.0078125,0,0,0
24,MD,public_oth,0,0.36908516,0.62776023,0,0.003154574,0,0,0
24,MD,weapons,0,0.072151899,0.92405063,0,0.001265823,0.002531646,0,0
24,MD,dwi,0,0.61538464,0.34615386,0,0.03846154,0,0,0
24,MD,unknown,0,0.18181819,0.80921894,0,0.005121639,0.003841229,0,0
25,MA,homicide,1,0.40271661,0.32525697,0.23568282,0.006240822,0.023861967,0,0.006240822
25,MA,kidnapping,1,0.41414142,0.28282827,0.27272728,0,0,0,0.030303031
25,MA,sexassault,1,0.55337518,0.20015699,0.22291994,0.010204081,0.010204081,0,0.003139718
25,MA,robbery,1,0.5138675,0.27041602,0.20030816,0.002311248,0.006163328,0,0.006933744
25,MA,assault,1,0.4254967,0.32947019,0.2268212,0.001655629,0.008278146,0,0.008278146
25,MA,otherviol,1,0.5,0.25,0.25,0,0,0,0
25,MA,burglary,1,0.55836576,0.20428015,0.21595331,0.003891051,0.017509727,0,0
25,MA,arson,1,0.67346936,0.14285715,0.14285715,0,0.040816326,0,0
25,MA,mvtheft,1,0.6081081,0.1891892,0.1891892,0,0,0,0.013513514
25,MA,fraud,1,0.64999998,0.2,0.15000001,0,0,0,0
25,MA,larceny,1,0.68309861,0.16901408,0.098591551,0.007042253,0,0.007042253,0.035211269
25,MA,otherprop,1,0.51111114,0.13333334,0.33333334,0,0,0,0.022222223
25,MA,drugtraff,1,0.19844961,0.30697674,0.46976745,0.004651163,0.00620155,0,0.013953488
25,MA,drugposs,1,0.81818181,0.090909094,0.045454547,0,0,0,0.045454547
25,MA,otherdrug,1,0.24737631,0.2173913,0.50974512,0.00149925,0.007496252,0,0.016491754
25,MA,public_oth,1,0.47999999,0.22181818,0.25090909,0.003636364,0.018181818,0,0.025454545
25,MA,weapons,1,0.19064748,0.48201439,0.31654677,0,0.008992806,0,0.001798561
25,MA,dwi,1,0.91666669,0.035714287,0.047619049,0,0,0,0
25,MA,unknown,1,0,0,1,0,0,0,0
26,MI,homicide,0,0.30880758,0.68387532,0,0.00501355,0.002303523,0,0
26,MI,kidnapping,0,0.46632123,0.51813471,0,0.012953368,0.002590674,0,0
26,MI,sexassault,0,0.68816328,0.29482993,0,0.013333334,0.003673469,0,0
26,MI,robbery,0,0.26063985,0.73055476,0,0.005136484,0.003668917,0,0
26,MI,assault,0,0.34882435,0.63596129,0,0.012171508,0.003042877,0,0
26,MI,otherviol,0,0.66793895,0.30534351,0,0.026717557,0,0,0
26,MI,burglary,0,0.57030481,0.41632253,0,0.010422812,0.002753196,0.000196657,0
26,MI,arson,0,0.59233451,0.40069687,0,0.003484321,0.003484321,0,0
26,MI,mvtheft,0,0.44298247,0.53728068,0,0.013157895,0.006578947,0,0
26,MI,fraud,0,0.64427859,0.34328359,0,0.007462686,0.004975124,0,0
26,MI,larceny,0,0.52064025,0.45914069,0,0.015164279,0.00505476,0,0
26,MI,otherprop,0,0.63345194,0.34341636,0,0.019572955,0.003558719,0,0
26,MI,drugtraff,0,0.41255888,0.57488227,0,0.011302982,0.001255887,0,0
26,MI,drugposs,0,0.63301283,0.35737181,0,0.008012821,0.001602564,0,0
26,MI,otherdrug,0,0.6875,0.25,0,0.0625,0,0,0
26,MI,public_oth,0,0.59403831,0.38821858,0,0.013484741,0.004258339,0,0
26,MI,weapons,0,0.1790913,0.81517422,0,0.003528893,0.002205558,0,0
26,MI,dwi,0,0.79489696,0.18155053,0,0.02060844,0.002944063,0,0
26,MI,unknown,0,0.33057851,0.66115701,0,0.008264463,0,0,0
27,MN,homicide,1,0.36632201,0.4394387,0.077548005,0.081240766,0.033973411,0,0.001477105
27,MN,kidnapping,1,0.42307693,0.38461539,0.051282052,0.1025641,0.03846154,0,0
27,MN,sexassault,1,0.54743665,0.27519152,0.09310548,0.063052446,0.020624632,0,0.000589275
27,MN,robbery,1,0.18470149,0.68097013,0.044776119,0.074626863,0.014925373,0,0
27,MN,assault,1,0.36920223,0.43351886,0.047619049,0.12739642,0.022263451,0,0
27,MN,otherviol,1,0.33333334,0.55555558,0.055555556,0.055555556,0,0,0
27,MN,burglary,1,0.50220913,0.33726066,0.036818851,0.10014728,0.023564065,0,0
27,MN,arson,1,0.64285713,0.21428572,0.047619049,0.071428575,0.023809524,0,0
27,MN,mvtheft,1,0.44444445,0.33333334,0,0.11111111,0.11111111,0,0
27,MN,fraud,1,0.59842521,0.20472442,0.047244094,0.094488189,0.05511811,0,0
27,MN,larceny,1,0.55494505,0.26923078,0.021978023,0.10989011,0.043956045,0,0
27,MN,otherprop,1,0.59210527,0.17105263,0.02631579,0.14473684,0.065789476,0,0
27,MN,drugtraff,1,0.390625,0.34895834,0.19791667,0.041666668,0.020833334,0,0
27,MN,drugposs,1,0.40645161,0.31612903,0.16774194,0.070967741,0.038709678,0,0
27,MN,otherdrug,1,0.5924018,0.23180941,0.075338058,0.074050225,0.026400516,0,0
27,MN,public_oth,1,0.52207291,0.29366603,0.042226486,0.10748561,0.034548946,0,0
27,MN,weapons,1,0.32631579,0.51578945,0.046616543,0.087218046,0.024060151,0,0
27,MN,dwi,1,0.58028615,0.20349762,0.047694754,0.15898252,0.00953895,0,0
27,MN,unknown,1,0,1,0,0,0,0,0
28,MS,homicide,1,0.25739321,0.72982842,0.009857613,0.001460387,0.001460387,0,0
28,MS,kidnapping,1,0.33333334,0.6388889,0.018518519,0.009259259,0,0,0
28,MS,sexassault,1,0.48269513,0.4963181,0.016568484,0.002209131,0.002209131,0,0
28,MS,robbery,1,0.13969617,0.85634083,0.001981506,0.000660502,0.001321004,0,0
28,MS,assault,1,0.22118156,0.76801151,0.007925072,0,0.002881844,0,0
28,MS,otherviol,1,0.51960784,0.46078432,0.009803922,0,0.009803922,0,0
28,MS,burglary,1,0.40996546,0.58115441,0.004933399,0.0024667,0.00148002,0,0
28,MS,arson,1,0.58666664,0.40000001,0,0.013333334,0,0,0
28,MS,mvtheft,1,0.55208331,0.4375,0,0.010416667,0,0,0
28,MS,fraud,1,0.54791152,0.45208845,0,0,0,0,0
28,MS,larceny,1,0.49601594,0.49800798,0.001992032,0,0.003984064,0,0
28,MS,otherprop,1,0.3815029,0.60115606,0.01734104,0,0,0,0
28,MS,drugtraff,1,0.2467344,0.74746007,0.004354137,0.000483793,0.000967586,0,0
28,MS,drugposs,1,0.40763932,0.57357544,0.013149655,0.001252348,0.004383219,0,0
28,MS,otherdrug,1,0.52692306,0.46153846,0.005769231,0.001923077,0.003846154,0,0
28,MS,public_oth,1,0.50161815,0.48867315,0.004854369,0.001618123,0.003236246,0,0
28,MS,weapons,1,0.26728112,0.73271888,0,0,0,0,0
28,MS,dwi,1,0.57661289,0.39112905,0.012096774,0.02016129,0,0,0
28,MS,unknown,1,NA,NA,NA,NA,NA,NA,NA
29,MO,homicide,1,0.43509951,0.53714603,0.021026073,0.003924867,0.002803476,0,0
29,MO,kidnapping,1,0.58333331,0.39880952,0.017857144,0,0,0,0
29,MO,sexassault,1,0.7054227,0.2675823,0.022495857,0.002367985,0.002131186,0,0
29,MO,robbery,1,0.29364854,0.68698376,0.014810596,0.001993734,0.002563372,0,0
29,MO,assault,1,0.56821376,0.39887482,0.026441632,0.005344585,0.001125176,0,0
29,MO,otherviol,1,0.77173913,0.20652173,0.019021738,0.002717391,0,0,0
29,MO,burglary,1,0.66779661,0.31593221,0.011525423,0.002372881,0.002372881,0,0
29,MO,arson,1,0.69607842,0.25490198,0.039215688,0.009803922,0,0,0
29,MO,mvtheft,1,0.70901638,0.27868852,0.008196721,0,0.00409836,0,0
29,MO,fraud,1,0.78904426,0.19114219,0.012820513,0.003496504,0.003496504,0,0
29,MO,larceny,1,0.75886989,0.21879107,0.017739816,0.002628121,0.001971091,0,0
29,MO,otherprop,1,0.75816482,0.21073096,0.022550544,0.00622084,0.002332815,0,0
29,MO,drugtraff,1,0.66531515,0.31035754,0.019535569,0.003685957,0.001105787,0,0
29,MO,drugposs,1,0.78551435,0.19874038,0.010846746,0.00279916,0.00209937,0,0
29,MO,otherdrug,1,0.72093022,0.27906978,0,0,0,0,0
29,MO,public_oth,1,0.78233719,0.19892953,0.012488849,0.003568243,0.002676182,0,0
29,MO,weapons,1,0.38895282,0.57767546,0.029919447,0.002301496,0.001150748,0,0
29,MO,dwi,1,0.90715665,0.069632493,0.017408123,0.00483559,0.000967118,0,0
29,MO,unknown,1,0.81109184,0.16117851,0.022530328,0.003466205,0.001733102,0,0
30,MT,homicide,0,0.76750702,0.022408964,0,0.17927171,0.005602241,0,0.025210084
30,MT,kidnapping,0,0.80000001,0.028571429,0,0.14285715,0,0,0.028571429
30,MT,sexassault,0,0.82782608,0.015652174,0,0.15304348,0.001739131,0,0.001739131
30,MT,robbery,0,0.64285713,0.05102041,0,0.27551019,0.020408163,0,0.010204081
30,MT,assault,0,0.65408808,0.028301887,0,0.31761006,0,0,0
30,MT,otherviol,0,0.71895427,0.019607844,0,0.26143792,0,0,0
30,MT,burglary,0,0.74444443,0.011111111,0,0.24444444,0,0,0
30,MT,arson,0,0.85714287,0,0,0.14285715,0,0,0
30,MT,fraud,0,0.85245901,0,0,0.14754099,0,0,0
30,MT,larceny,0,0.82442749,0.007633588,0,0.16793893,0,0,0
30,MT,otherprop,0,0.7096774,0,0,0.29032257,0,0,0
30,MT,drugtraff,0,0.8369565,0.065217391,0,0.076086953,0.021739131,0,0
30,MT,drugposs,0,0.64516127,0.038709678,0,0.30967742,0.006451613,0,0
30,MT,otherdrug,0,1,0,0,0,0,0,0
30,MT,public_oth,0,0.66060609,0.054545455,0,0.28484848,0,0,0
30,MT,weapons,0,0.60000002,0,0,0.40000001,0,0,0
30,MT,dwi,0,0.67832166,0.006993007,0,0.31468531,0,0,0
30,MT,unknown,0,1,0,0,0,0,0,0
31,NE,homicide,1,0.46875,0.33388159,0.13322368,0.046052631,0.016447369,0,0.001644737
31,NE,kidnapping,1,0.63380283,0.14084508,0.21126761,0.014084507,0,0,0
31,NE,sexassault,1,0.63666666,0.15333334,0.17,0.027777778,0.007777778,0.001111111,0.003333333
31,NE,robbery,1,0.29345372,0.54853272,0.094808124,0.056433409,0,0,0.006772009
31,NE,assault,1,0.43584523,0.32586557,0.15885948,0.057026476,0.010183299,0.00203666,0.010183299
31,NE,otherviol,1,0.5401786,0.26339287,0.13392857,0.035714287,0.008928572,0.004464286,0.013392857
31,NE,burglary,1,0.65546221,0.19887955,0.11764706,0.025210084,0,0,0.002801121
31,NE,arson,1,0.60000002,0.2,0.1,0.1,0,0,0
31,NE,fraud,1,0.69924814,0.21052632,0.030075189,0.022556391,0.015037594,0,0.022556391
31,NE,larceny,1,0.78700364,0.16606498,0.028880866,0.014440433,0.003610108,0,0
31,NE,otherprop,1,0.67441863,0.18604651,0.10697675,0.027906977,0,0,0.004651163
31,NE,drugtraff,1,0.55113637,0.23011364,0.18181819,0.017045455,0.008522728,0.002840909,0.008522728
31,NE,drugposs,1,0.47368422,0.21052632,0.2631579,0.02631579,0.02631579,0,0
31,NE,otherdrug,1,0.64999998,0.19642857,0.078571431,0.060714286,0.010714286,0,0.003571429
31,NE,public_oth,1,0.50115472,0.33487299,0.10854504,0.04157044,0.009237875,0,0.004618938
31,NE,weapons,1,0.36129034,0.41935483,0.18064517,0.038709678,0,0,0
31,NE,dwi,1,0.65248227,0.14539006,0.11702128,0.070921987,0.010638298,0.003546099,0
31,NE,unknown,1,NA,NA,NA,NA,NA,NA,NA
32,NV,homicide,1,0.43330267,0.2925483,0.22355106,0.020239191,0.025758971,0,0.004599816
32,NV,kidnapping,1,0.37387386,0.32432431,0.27027026,0.013513514,0.013513514,0,0.004504505
32,NV,sexassault,1,0.52352941,0.15989305,0.27593583,0.013903744,0.026203208,0,0.000534759
32,NV,robbery,1,0.26170468,0.49459785,0.1944778,0.016806724,0.028811524,0,0.003601441
32,NV,assault,1,0.34064785,0.3584117,0.23615465,0.035527691,0.024033438,0,0.005224661
32,NV,otherviol,1,0.34019372,0.37953994,0.23244552,0.019975787,0.026634382,0,0.001210654
32,NV,burglary,1,0.50863421,0.29827315,0.13579278,0.018838305,0.03610675,0,0.002354788
32,NV,arson,1,0.5151515,0.27272728,0.15151516,0,0.030303031,0,0.030303031
32,NV,mvtheft,1,0.56351042,0.16859123,0.21939954,0.016166281,0.030023094,0,0.002309469
32,NV,fraud,1,0.55837566,0.25634518,0.10659899,0.010152284,0.063451774,0,0.005076142
32,NV,larceny,1,0.55581397,0.31162789,0.11162791,0.009302326,0.009302326,0,0.002325581
32,NV,otherprop,1,0.52560645,0.25876009,0.17250673,0.018867925,0.024258761,0,0
32,NV,drugtraff,1,0.35875404,0.18045112,0.42105263,0.016111707,0.020408163,0,0.003222342
32,NV,drugposs,1,0.56462586,0.25510204,0.11904762,0.047619049,0.006802721,0,0.006802721
32,NV,otherdrug,1,0.5,0.25,0.25,0,0,0,0
32,NV,public_oth,1,0.48940271,0.34874758,0.12395632,0.016056519,0.019267824,0,0.002569043
32,NV,weapons,1,0.33429396,0.37463978,0.25936601,0.014409222,0.014409222,0,0.002881844
32,NV,dwi,1,0.56674474,0.12880562,0.22950819,0.049180329,0.023419203,0,0.00234192
32,NV,unknown,1,0.56,0.23999999,0.2,0,0,0,0
33,NH,homicide,1,0.90038311,0.049808428,0.042145595,0,0.007662835,0,0
33,NH,kidnapping,1,0.73913044,0.2173913,0.043478262,0,0,0,0
33,NH,sexassault,1,0.9285714,0.034843206,0.027874565,0.006968641,0.00174216,0,0
33,NH,robbery,1,0.79245281,0.13836478,0.062893085,0.006289308,0,0,0
33,NH,assault,1,0.76335877,0.13740458,0.087786257,0.003816794,0.007633588,0,0
33,NH,otherviol,1,0.75609756,0.14634146,0.073170729,0.024390243,0,0,0
33,NH,burglary,1,0.92462313,0.025125628,0.050251257,0,0,0,0
33,NH,arson,1,0.94736844,0.052631579,0,0,0,0,0
33,NH,mvtheft,1,1,0,0,0,0,0,0
33,NH,fraud,1,0.90322578,0.053763442,0.021505376,0.010752688,0.010752688,0,0
33,NH,larceny,1,0.92349726,0.027322404,0.049180329,0,0,0,0
33,NH,otherprop,1,0.89583331,0.072916664,0.03125,0,0,0,0
33,NH,drugtraff,1,0.62237763,0.11188811,0.24475524,0.013986014,0.006993007,0,0
33,NH,drugposs,1,0.78142077,0.065573767,0.13661203,0.005464481,0.010928961,0,0
33,NH,otherdrug,1,0.8611111,0.055555556,0.083333336,0,0,0,0
33,NH,public_oth,1,0.92369479,0.044176705,0.032128513,0,0,0,0
33,NH,weapons,1,0.76190478,0.14285715,0.095238097,0,0,0,0
33,NH,dwi,1,0.94117647,0.05882353,0,0,0,0,0
33,NH,unknown,1,0.70652175,0.15217391,0.11956522,0.021739131,0,0,0
34,NJ,homicide,1,0.20353238,0.62741798,0.15671432,0.001962433,0.010372862,0,0
34,NJ,kidnapping,1,0.23981901,0.58823532,0.15837105,0,0.013574661,0,0
34,NJ,sexassault,1,0.41940656,0.37610266,0.18604651,0.002405774,0.016038492,0,0
34,NJ,robbery,1,0.2020098,0.70239627,0.091728933,0.001288328,0.002576656,0,0
34,NJ,assault,1,0.19804059,0.71238631,0.082575224,0,0.006997901,0,0
34,NJ,otherviol,1,0.39130434,0.51739132,0.078260869,0.002173913,0.010869565,0,0
34,NJ,burglary,1,0.44007859,0.4577603,0.099214144,0,0.002946955,0,0
34,NJ,arson,1,0.55555558,0.37037036,0.037037037,0.018518519,0.018518519,0,0
34,NJ,mvtheft,1,0.5,0.25,0.25,0,0,0,0
34,NJ,fraud,1,0.472,0.47999999,0.039999999,0.002666667,0.005333333,0,0
34,NJ,larceny,1,0.50724638,0.43768117,0.049275361,0,0.005797102,0,0
34,NJ,otherprop,1,0.3952381,0.52380955,0.076190479,0,0.004761905,0,0
34,NJ,drugtraff,1,0.13067228,0.77100843,0.094957985,0.000840336,0.002521009,0,0
34,NJ,drugposs,1,0.29889923,0.61473328,0.075359866,0.00169348,0.00931414,0,0
34,NJ,otherdrug,1,0.40000001,0.40000001,0.2,0,0,0,0
34,NJ,public_oth,1,0.29211956,0.63451087,0.066576086,0.001358696,0.005434783,0,0
34,NJ,weapons,1,0.1473377,0.77388769,0.076586433,0,0.002188184,0,0
34,NJ,unknown,1,0.25502959,0.70887572,0.030769231,0.000591716,0.004733728,0,0
35,NM,homicide,1,0.27378964,0.083472453,0.55342239,0.082637727,0.001669449,0.005008347,0
35,NM,kidnapping,1,0.19964664,0.10777385,0.62544167,0.063604243,0.001766785,0.001766785,0
35,NM,sexassault,1,0.36228287,0.027295286,0.51364762,0.091811411,0.00248139,0.00248139,0
35,NM,robbery,1,0.14387211,0.099467143,0.69449377,0.058614563,0.001776199,0.001776199,0
35,NM,assault,1,0.18287037,0.077546299,0.63425928,0.099537037,0.002314815,0.003472222,0
35,NM,otherviol,1,0.25174826,0.048951048,0.58391607,0.10839161,0.003496504,0.003496504,0
35,NM,burglary,1,0.2682927,0.049941927,0.64459932,0.033681765,0.00232288,0.00116144,0
35,NM,arson,1,0.1875,0,0.8125,0,0,0,0
35,NM,mvtheft,1,0.30246913,0.037037037,0.62345678,0.037037037,0,0,0
35,NM,fraud,1,0.36575875,0.070038907,0.52140075,0.035019454,0.003891051,0.003891051,0
35,NM,larceny,1,0.2846154,0.053846154,0.63076925,0.030769231,0,0,0
35,NM,otherprop,1,0.33333334,0.063492067,0.55555558,0.047619049,0,0,0
35,NM,drugtraff,1,0.20253165,0.18987341,0.59071732,0.016877636,0,0,0
35,NM,drugposs,1,0.23684211,0.052631579,0.71052629,0,0,0,0
35,NM,otherdrug,1,0.19106318,0.0816641,0.70261943,0.021571649,0.003081664,0,0
35,NM,public_oth,1,0.31400967,0.048309177,0.57971013,0.057971016,0,0,0
35,NM,weapons,1,0.25925925,0.074074075,0.6111111,0.055555556,0,0,0
35,NM,dwi,1,0.16296296,0,0.48888889,0.34814814,0,0,0
35,NM,unknown,1,0.5,0,0.25,0.25,0,0,0
36,NY,homicide,1,0.18495756,0.5418008,0.25158522,0.00468247,0.006633499,0,0.010340455
36,NY,kidnapping,1,0.26023391,0.47076023,0.16959064,0.002923977,0.070175439,0,0.02631579
36,NY,sexassault,1,0.40905315,0.3351329,0.22819768,0.009759137,0.00519103,0,0.012666113
36,NY,robbery,1,0.14478639,0.61044019,0.22230878,0.005713544,0.002077652,0,0.014673419
36,NY,assault,1,0.1923676,0.52855659,0.24143302,0.012201454,0.00674974,0,0.018691588
36,NY,otherviol,1,0.38157895,0.3859649,0.15789473,0.01754386,0.02631579,0,0.030701755
36,NY,burglary,1,0.36971331,0.38802156,0.2114675,0.012347431,0.003690037,0,0.014760148
36,NY,arson,1,0.47945204,0.32054794,0.15616438,0.01369863,0.005479452,0,0.024657534
36,NY,mvtheft,1,0.44642857,0.29761904,0.23809524,0,0,0,0.017857144
36,NY,fraud,1,0.406993,0.45174825,0.11328671,0.006993007,0.004195804,0,0.016783217
36,NY,larceny,1,0.48744941,0.33603239,0.14736842,0.007287449,0.006477733,0,0.015384615
36,NY,otherprop,1,0.48099172,0.34876034,0.1338843,0.01983471,0,0,0.016528925
36,NY,drugtraff,1,0.20296888,0.51327431,0.26006281,0.005994862,0.001427348,0,0.016271766
36,NY,drugposs,1,0.17745572,0.52560389,0.27149758,0.008695652,0.002898551,0,0.013848632
36,NY,otherdrug,1,0.11111111,0.55555558,0.22222222,0,0.11111111,0,0
36,NY,public_oth,1,0.38334319,0.39574718,0.19019492,0.008269345,0.003544005,0,0.018901359
36,NY,weapons,1,0.089058526,0.69234329,0.18945177,0.009252834,0.002544529,0,0.017349062
36,NY,dwi,1,0.7222982,0.14500684,0.093023255,0.027359782,0.001367989,0,0.010943913
36,NY,unknown,1,0.25675675,0.5,0.22972973,0,0,0,0.013513514
37,NC,homicide,1,0.30184501,0.61520296,0.042804427,0.028191881,0.005313653,0.001623616,0.00501845
37,NC,kidnapping,1,0.32658568,0.57894737,0.058029689,0.022941971,0.008097166,0.001349528,0.004048583
37,NC,sexassault,1,0.50205845,0.37443393,0.09633594,0.014409222,0.004322767,0.00205846,0.006381227
37,NC,robbery,1,0.19637638,0.75219172,0.021917008,0.021040328,0.002045587,0.002337814,0.004091175
37,NC,assault,1,0.34964412,0.60320282,0.019572955,0.019572955,0.004448399,0.003558719,0
37,NC,otherviol,1,0.44736841,0.45488721,0.063909777,0.02631579,0,0,0.007518797
37,NC,burglary,1,0.47093424,0.46435985,0.016262976,0.041522492,0.001384083,0.004152249,0.001384083
37,NC,arson,1,0.50877196,0.42982456,0,0.061403509,0,0,0
37,NC,mvtheft,1,0.38392857,0.5625,0.035714287,0.017857144,0,0,0
37,NC,fraud,1,0.62314308,0.34323689,0.011727912,0.0179828,0.000781861,0.002345583,0.000781861
37,NC,larceny,1,0.55906695,0.39879608,0.009029346,0.029345373,0.002257336,0.001504891,0
37,NC,otherprop,1,0.53558052,0.41198501,0.011235955,0.037453182,0.003745318,0,0
37,NC,drugtraff,1,0.40172973,0.42227027,0.1558919,0.009513513,0.003027027,0.004540541,0.003027027
37,NC,drugposs,1,0.49694502,0.47861508,0.014256619,0.00610998,0,0.00203666,0.00203666
37,NC,otherdrug,1,0.5925926,0.37037036,0,0,0.037037037,0,0
37,NC,public_oth,1,0.33389917,0.64216602,0.006450518,0.015277542,0.000509251,0.001018503,0.000679002
37,NC,weapons,1,0.32933104,0.60977703,0.031732418,0.024013722,0.002572899,0.001715266,0.000857633
37,NC,dwi,1,0.58660716,0.30625001,0.060714286,0.021428572,0.00625,0.016964287,0.001785714
37,NC,unknown,1,0.41176471,0.44117647,0.088235296,0.029411765,0.029411765,0,0
38,ND,homicide,1,0.76551723,0.062068965,0.04137931,0.13103448,0,0,0
38,ND,kidnapping,1,0.75,0.125,0,0.125,0,0,0
38,ND,sexassault,1,0.74060148,0.04887218,0.075187966,0.12406015,0.007518797,0,0.003759399
38,ND,robbery,1,0.3508772,0.21052632,0.1754386,0.2631579,0,0,0
38,ND,assault,1,0.48850575,0.080459774,0.05172414,0.37356323,0.005747126,0,0
38,ND,otherviol,1,0.57462686,0.10447761,0.044776119,0.27611941,0,0,0
38,ND,burglary,1,0.6883117,0.064935066,0.012987013,0.22077923,0,0,0.012987013
38,ND,arson,1,0.71428573,0.071428575,0,0.14285715,0.071428575,0,0
38,ND,mvtheft,1,0.33333334,0,0,0.66666669,0,0,0
38,ND,fraud,1,0.71428573,0.023809524,0.047619049,0.19047619,0.023809524,0,0
38,ND,larceny,1,0.66666669,0.025,0.016666668,0.27500001,0.008333334,0,0.008333334
38,ND,otherprop,1,0.69230771,0.051282052,0.051282052,0.20512821,0,0,0
38,ND,drugtraff,1,0.70338982,0.084745765,0.050847456,0.15254237,0,0,0.008474576
38,ND,drugposs,1,0.7647059,0.066176474,0.022058824,0.13235295,0,0,0.014705882
38,ND,otherdrug,1,0.67241377,0.05172414,0.017241379,0.25862068,0,0,0
38,ND,public_oth,1,0.64754099,0.040983606,0.073770493,0.22950819,0,0,0.008196721
38,ND,weapons,1,0.75,0.25,0,0,0,0,0
38,ND,dwi,1,0.69736844,0.039473683,0.039473683,0.22368421,0,0,0
38,ND,unknown,1,0.5,0,0,0.5,0,0,0
39,OH,homicide,1,0.38763517,0.58074754,0.023154678,0.001527974,0.001763047,0,0.005171603
39,OH,kidnapping,1,0.41804788,0.54788214,0.027624309,0.002762431,0.001841621,0,0.001841621
39,OH,sexassault,1,0.66993511,0.28330064,0.036958817,0.003167899,0.00196108,0,0.004676422
39,OH,robbery,1,0.36906689,0.61070657,0.016316073,0.000539374,0.001078749,0,0.002292341
39,OH,assault,1,0.42582753,0.54229671,0.025950143,0.000612996,0.000612996,0,0.004699632
39,OH,otherviol,1,0.65742576,0.31881189,0.021782178,0,0.001980198,0,0
39,OH,burglary,1,0.6384055,0.33913431,0.017105458,0.001189945,0.001041202,0,0.003123606
39,OH,arson,1,0.70469797,0.28187919,0.013422819,0,0,0,0
39,OH,fraud,1,0.68670309,0.29326048,0.010928961,0,0.005464481,0,0.003642987
39,OH,larceny,1,0.84964031,0.13741007,0.010071943,0.000719424,0.000719424,0,0.001438849
39,OH,otherprop,1,0.75744683,0.22978723,0.010212766,0,0.001702128,0,0.000851064
39,OH,drugtraff,1,0.57307333,0.38718662,0.034911793,0.000371402,0.000928505,0,0.003528319
39,OH,drugposs,1,0.51890481,0.44980443,0.027053455,0.00065189,0.000977836,0,0.002607562
39,OH,otherdrug,1,0.81094527,0.17412935,0.014925373,0,0,0,0
39,OH,public_oth,1,0.66414422,0.30358335,0.024037391,0.001335411,0.002448253,0,0.004451369
39,OH,weapons,1,0.22702035,0.75385565,0.014188772,0.002467613,0.000616903,0,0.001850709
39,OH,dwi,1,0.87246966,0.10728745,0.01417004,0,0.002024292,0,0.004048583
39,OH,unknown,1,0.66666669,0.33333334,0,0,0,0,0
40,OK,homicide,1,0.48921955,0.32766473,0.066504709,0.10628606,0.00273307,0.000911023,0.006680838
40,OK,kidnapping,1,0.48571429,0.29387754,0.089795917,0.12653062,0,0,0.004081633
40,OK,sexassault,1,0.65862596,0.16824427,0.066564888,0.097099237,0.002442748,0.000610687,0.006412214
40,OK,robbery,1,0.34239131,0.5022645,0.066123188,0.075181156,0.004076087,0.000905797,0.009057971
40,OK,assault,1,0.48254547,0.28254545,0.057818182,0.17054546,0.002909091,0.000727273,0.002909091
40,OK,otherviol,1,0.63802975,0.1580756,0.066437572,0.1305842,0.003436426,0,0.003436426
40,OK,burglary,1,0.59260887,0.24241091,0.050153982,0.10822701,0.000879894,0.001759789,0.003959525
40,OK,arson,1,0.67295599,0.16981132,0.056603774,0.088050313,0,0.006289308,0.006289308
40,OK,mvtheft,1,0.73421925,0.11295681,0.043189369,0.10631229,0,0,0.003322259
40,OK,fraud,1,0.64730877,0.18767706,0.046033993,0.11048159,0.002832861,0.002832861,0.002832861
40,OK,larceny,1,0.61176473,0.21176471,0.048235293,0.12117647,0.003529412,0,0.003529412
40,OK,otherprop,1,0.6664145,0.14977308,0.062783659,0.11346444,0.003782148,0.002269289,0.001512859
40,OK,drugtraff,1,0.4667736,0.30087075,0.15261228,0.064161323,0.003437214,0.000458295,0.011686526
40,OK,drugposs,1,0.6190623,0.20172733,0.057371993,0.11628624,0.003392967,0.000308452,0.001850709
40,OK,otherdrug,1,0.7410714,0.098214284,0.026785715,0.13392857,0,0,0
40,OK,public_oth,1,0.62996942,0.18960245,0.046890929,0.12742099,0.002038736,0,0.004077472
40,OK,weapons,1,0.39731053,0.400978,0.10146699,0.086797066,0.006112469,0,0.007334963
40,OK,dwi,1,0.6069079,0.1118421,0.067434214,0.20394737,0,0.003289474,0.006578947
40,OK,unknown,1,0.61904764,0.2857143,0.047619049,0.047619049,0,0,0
41,OR,homicide,1,0.69946092,0.12668464,0.12668464,0.029649595,0.017520215,0,0
41,OR,kidnapping,1,0.68895346,0.098837212,0.1627907,0.034883723,0.014534884,0,0
41,OR,sexassault,1,0.7754181,0.051234405,0.1515795,0.010883993,0.010883993,0,0
41,OR,robbery,1,0.68822294,0.17034701,0.098317564,0.02471083,0.018401682,0,0
41,OR,assault,1,0.72705746,0.098875076,0.13143872,0.033155713,0.009473061,0,0
41,OR,otherviol,1,0.68070173,0.087719299,0.20701754,0.01754386,0.007017544,0,0
