STATE_CODE,state,ppf_cat,hisp_f,white,black,hispanic,native,asian,hawaiian,other
4,AZ,kidnapping,1,0.22212766,0.16085106,0.54723406,0.048510637,0.001702128,0,0.019574469
4,AZ,sexassault,1,0.52009028,0.09051919,0.3275395,0.039277654,0.004740406,0,0.017832957
4,AZ,robbery,1,0.24214824,0.23963568,0.45634422,0.049623117,0.003454774,0,0.00879397
4,AZ,assault,1,0.32175004,0.15281558,0.42327821,0.088758633,0.002721373,0,0.010676157
4,AZ,otherviol,1,0.33717105,0.13322368,0.43585527,0.078947365,0.001644737,0,0.013157895
4,AZ,burglary,1,0.44049412,0.14040373,0.37752336,0.031937331,0.003615547,0,0.006025911
4,AZ,arson,1,0.47857141,0.15714286,0.29285714,0.057142857,0,0,0.014285714
4,AZ,mvtheft,1,0.64516127,0.064516127,0.29032257,0,0,0,0
4,AZ,fraud,1,0.57806915,0.11382598,0.26698449,0.025625745,0.00476758,0,0.010727056
4,AZ,larceny,1,0.50018257,0.1011318,0.34501642,0.047097482,0.001460387,0,0.005111354
4,AZ,otherprop,1,0.56696737,0.088133238,0.30048576,0.029840389,0.004857738,0,0.009715475
4,AZ,drugtraff,1,0,0,0.60000002,0.40000001,0,0,0
4,AZ,drugposs,1,1,0,0,0,0,0,0
4,AZ,otherdrug,1,0.38031578,0.12094737,0.45936841,0.022947369,0.004210526,0,0.012210527
4,AZ,public_oth,1,0.38554215,0.1626506,0.37282464,0.068942435,0.002677376,0,0.007362784
4,AZ,weapons,1,0.29698858,0.17549326,0.48753893,0.030114226,0.003634476,0,0.006230529
4,AZ,dwi,1,0.32477477,0.089639641,0.38603604,0.18333334,0.002702703,0,0.013513514
4,AZ,unknown,1,0.24242425,0.24242425,0.45454547,0.030303031,0,0,0.030303031
6,CA,homicide,1,0.19207618,0.29660821,0.42368466,0.007813857,0.013688719,0.002112635,0.064015746
6,CA,kidnapping,1,0.16929698,0.35616928,0.40602583,0.004662841,0.008608322,0.00143472,0.05380201
6,CA,sexassault,1,0.28076375,0.16878439,0.47523272,0.009308962,0.011619216,0.001630767,0.05266019
6,CA,robbery,1,0.15304263,0.384229,0.40654311,0.005111793,0.007956617,0.001644664,0.041472197
6,CA,assault,1,0.20286396,0.25998047,0.4725537,0.012584074,0.010685615,0.000759384,0.040572792
6,CA,otherviol,1,0.25086385,0.25293711,0.4398756,0.011402902,0.010366275,0.001036628,0.033517621
6,CA,burglary,1,0.30096352,0.33463246,0.30312872,0.007036917,0.011475587,0.000541301,0.042221501
6,CA,arson,1,0.39140272,0.20361991,0.30995476,0.024886878,0.018099548,0,0.0520362
6,CA,mvtheft,1,0.34930032,0.14585575,0.45694295,0.00861141,0.010226049,0.000538213,0.028525297
6,CA,fraud,1,0.39552239,0.25870648,0.27611941,0.004975124,0.024875622,0,0.039800994
6,CA,larceny,1,0.35919318,0.30566332,0.28006205,0.002327386,0.018619085,0,0.034134988
6,CA,otherprop,1,0.34571889,0.24555735,0.3441034,0.017770598,0.009693054,0.001615509,0.035541195
6,CA,drugtraff,1,0.23254845,0.30464679,0.41654512,0.007293186,0.010002084,0.000833507,0.028130861
6,CA,drugposs,1,0.37859425,0.11980831,0.42172524,0.019169329,0.014376997,0.001597444,0.044728436
6,CA,otherdrug,1,0.25625625,0.27127126,0.4034034,0.013013013,0.01001001,0,0.046046045
6,CA,public_oth,1,0.30076671,0.24622124,0.40240964,0.014457831,0.010295728,0,0.025848851
6,CA,weapons,1,0.17376426,0.28060836,0.4918251,0.01121673,0.010836502,0.000190114,0.031558935
6,CA,dwi,1,0.35459816,0.14498757,0.42916322,0.017398508,0.011599006,0.001657001,0.040596519
6,CA,unknown,1,0.23047473,0.22434916,0.46554366,0.013782542,0.009954059,0,0.055895865
8,CO,homicide,1,0.40720001,0.2252,0.32640001,0.0272,0.014,0,0
8,CO,kidnapping,1,0.36785713,0.24642856,0.3392857,0.026785715,0.019642858,0,0
8,CO,sexassault,1,0.59008324,0.12187736,0.25094625,0.028766086,0.008327025,0,0
8,CO,robbery,1,0.33722287,0.33663943,0.29171529,0.027421236,0.007001167,0,0
8,CO,assault,1,0.37774846,0.20492524,0.36719438,0.040897097,0.009234829,0,0
8,CO,otherviol,1,0.44932431,0.14076577,0.37274775,0.028153153,0.009009009,0,0
8,CO,burglary,1,0.49417636,0.16860788,0.29617304,0.032723241,0.008319467,0,0
8,CO,arson,1,0.58064514,0.16129032,0.24193548,0,0.016129032,0,0
8,CO,mvtheft,1,0.57795697,0.083333336,0.29301074,0.032258064,0.01344086,0,0
8,CO,fraud,1,0.625,0.10593221,0.23305085,0.027542373,0.008474576,0,0
8,CO,larceny,1,0.58653843,0.12225275,0.25,0.028846154,0.012362638,0,0
8,CO,otherprop,1,0.56195462,0.12041885,0.28621292,0.022687608,0.008726004,0,0
8,CO,drugtraff,1,0.38359973,0.17651147,0.41765115,0.014593468,0.007644197,0,0
8,CO,drugposs,1,0.45276293,0.22994652,0.28877005,0.017825311,0.010695187,0,0
8,CO,otherdrug,1,0.47619048,0.30158731,0.22222222,0,0,0,0
8,CO,public_oth,1,0.47081268,0.14994277,0.33498666,0.034338038,0.009919878,0,0
8,CO,weapons,1,0.44444445,0.18181819,0.33333334,0.030303031,0.01010101,0,0
8,CO,dwi,1,0.33333334,0,0.33333334,0,0.33333334,0,0
8,CO,unknown,1,0.5,0.5,0,0,0,0,0
10,DE,homicide,1,0.28962818,0.667319,0.037181996,0,0.005870841,0,0
10,DE,kidnapping,1,0.34999999,0.57499999,0.075000003,0,0,0,0
10,DE,sexassault,1,0.51564831,0.42921013,0.053651266,0,0.001490313,0,0
10,DE,robbery,1,0.28795812,0.67539269,0.034904014,0,0.001745201,0,0
10,DE,assault,1,0.2962963,0.67489713,0.028806584,0,0,0,0
10,DE,otherviol,1,0.33333334,0.625,0.041666668,0,0,0,0
10,DE,burglary,1,0.58785945,0.37699682,0.03514377,0,0,0,0
10,DE,arson,1,0.41666666,0.41666666,0.16666667,0,0,0,0
10,DE,mvtheft,1,0.75,0.25,0,0,0,0,0
10,DE,fraud,1,0.58823532,0.41176471,0,0,0,0,0
10,DE,larceny,1,0.56603771,0.41509435,0.018867925,0,0,0,0
10,DE,otherprop,1,0.4375,0.375,0.1875,0,0,0,0
10,DE,drugtraff,1,0.1503268,0.80392158,0.045751635,0,0,0,0
10,DE,drugposs,1,0.12658228,0.82278478,0.050632913,0,0,0,0
10,DE,otherdrug,1,0.15217391,0.82608694,0.021739131,0,0,0,0
10,DE,public_oth,1,0.52578795,0.44340974,0.03008596,0,0.000716332,0,0
10,DE,weapons,1,0.21341464,0.74186993,0.044715445,0,0,0,0
10,DE,dwi,1,0.76331359,0.20710059,0.029585799,0,0,0,0
10,DE,unknown,1,0.39215687,0.60784316,0,0,0,0,0
11,DC,homicide,1,0.01205857,0.960379,0.026701119,0,0.000861326,0,0
11,DC,kidnapping,1,0,1,0,0,0,0,0
11,DC,sexassault,1,0.035502959,0.8698225,0.091715977,0,0.00295858,0,0
11,DC,robbery,1,0.006361323,0.96946567,0.024173029,0,0,0,0
11,DC,assault,1,0.012391574,0.95662951,0.027261462,0,0.003717472,0,0
11,DC,burglary,1,0.013651877,0.96587032,0.020477816,0,0,0,0
11,DC,arson,1,0,1,0,0,0,0,0
11,DC,mvtheft,1,0,1,0,0,0,0,0
11,DC,fraud,1,0.14285715,0.85714287,0,0,0,0,0
11,DC,larceny,1,0.022727273,0.95454544,0.011363637,0,0.011363637,0,0
11,DC,otherprop,1,0,0.95652175,0.043478262,0,0,0,0
11,DC,otherdrug,1,0.007587254,0.9817906,0.010622155,0,0,0,0
11,DC,public_oth,1,0.00896861,0.97458893,0.014947684,0,0.001494768,0,0
11,DC,weapons,1,0.005263158,0.98157895,0.013157895,0,0,0,0
11,DC,unknown,1,0.012345679,0.96296299,0.024691358,0,0,0,0
12,FL,homicide,1,0.36182275,0.49006021,0.1398572,0.00097998,0.000209996,0,0.007069859
12,FL,kidnapping,1,0.31473732,0.50488144,0.17573221,0,0,0,0.004649
12,FL,sexassault,1,0.52383882,0.30453905,0.1627375,0.000791696,0.000175932,0,0.00791696
12,FL,robbery,1,0.24750091,0.64990878,0.098358266,0.000145932,0.000145932,0,0.003940168
12,FL,assault,1,0.36393443,0.50911885,0.12161885,0.001127049,0.000204918,0,0.003995901
12,FL,otherviol,1,0.52152723,0.32006499,0.15190902,0,0,0,0.006498782
12,FL,burglary,1,0.45935106,0.42654538,0.10951938,0.000501397,0.000286512,0,0.00379629
12,FL,arson,1,0.57317072,0.31707317,0.10670732,0,0,0,0.00304878
12,FL,mvtheft,1,0.48730963,0.38477159,0.12182741,0.002030457,0,0,0.004060914
12,FL,fraud,1,0.55401504,0.34950894,0.090121314,0,0,0,0.006354708
12,FL,larceny,1,0.54657388,0.35412204,0.097430408,0,0,0,0.001873662
12,FL,otherprop,1,0.68570465,0.23555255,0.074687392,0,0,0,0.004055424
12,FL,drugtraff,1,0.2888546,0.57153875,0.13333976,0.00028924,0.000192827,0,0.005784805
12,FL,drugposs,1,0.4495177,0.47909969,0.067524113,0.000321543,0,0,0.003536978
12,FL,otherdrug,1,0.29850745,0.56716418,0.13432837,0,0,0,0
12,FL,public_oth,1,0.4702225,0.4298102,0.094404452,0.001799738,0,0,0.003763089
12,FL,weapons,1,0.2416085,0.67331338,0.081090063,0,0.000332336,0,0.0036557
12,FL,dwi,1,0.75179857,0.10791367,0.13309352,0,0,0,0.007194245
12,FL,unknown,1,0.33333334,0.55710953,0.10489511,0.002331002,0,0,0.002331002
13,GA,homicide,1,0.25550383,0.7039879,0.033463329,0.00062901,0.005409486,0,0.001006416
13,GA,kidnapping,1,0.21567471,0.73129052,0.050677668,0,0.002357101,0,0
13,GA,sexassault,1,0.50183004,0.42810458,0.064836599,0.000522876,0.003921569,0,0.000784314
13,GA,robbery,1,0.14916119,0.81558472,0.031120837,0.000607829,0.00230975,0,0.001215658
13,GA,assault,1,0.28285715,0.68128574,0.030999999,0.000142857,0.003857143,0,0.000857143
13,GA,otherviol,1,0.484375,0.48660713,0.022321429,0.001116072,0.003348214,0,0.002232143
13,GA,burglary,1,0.44752544,0.53474903,0.015268515,0.000351,0.001404001,0,0.000702001
13,GA,arson,1,0.51219511,0.48780489,0,0,0,0,0
13,GA,mvtheft,1,0.44897959,0.48979592,0.020408163,0,0.020408163,0,0.020408163
13,GA,fraud,1,0.49702969,0.4871287,0.008910891,0,0.004950495,0,0.001980198
13,GA,larceny,1,0.50273222,0.48497269,0.009562842,0.00068306,0.00204918,0,0
13,GA,otherprop,1,0.44763091,0.5286783,0.018703243,0,0.003740648,0.001246883,0
13,GA,drugtraff,1,0.34916067,0.55371702,0.092565946,0.000239808,0.003117506,0,0.001199041
13,GA,drugposs,1,0.56664008,0.4046289,0.027134877,0,0.000798085,0,0.000798085
13,GA,otherdrug,1,0.59452057,0.33424658,0.05479452,0.002739726,0.008219178,0,0.005479452
13,GA,public_oth,1,0.44380125,0.53159672,0.022190062,0.000964785,0.000964785,0,0.000482393
13,GA,weapons,1,0.38339439,0.58730161,0.025030525,0.000610501,0.003052503,0,0.000610501
13,GA,dwi,1,0.73076922,0.26923078,0,0,0,0,0
13,GA,unknown,1,0.41520467,0.56140351,0.011695907,0,0.005847953,0,0.005847953
16,ID,homicide,1,0.71076232,0.029147983,0.19282511,0.044843048,0.002242153,0,0.020179372
16,ID,kidnapping,1,0.5925926,0,0.33333334,0.074074075,0,0,0
16,ID,sexassault,1,0.80524981,0.024555461,0.14309907,0.018628281,0.0042337,0,0.0042337
16,ID,robbery,1,0.75829387,0.023696683,0.18009479,0.028436018,0,0,0.009478673
16,ID,assault,1,0.69473684,0.046783626,0.19298245,0.05497076,0.003508772,0,0.007017544
16,ID,otherviol,1,0.83763838,0.029520296,0.10332103,0.018450184,0.007380074,0,0.003690037
16,ID,burglary,1,0.81039327,0.025280898,0.12359551,0.030898876,0.004213483,0,0.005617978
16,ID,arson,1,0.72727275,0.090909094,0.090909094,0.045454547,0,0,0.045454547
16,ID,mvtheft,1,0.69999999,0.033333335,0.13333334,0.1,0,0,0.033333335
16,ID,fraud,1,0.83524907,0.038314175,0.10344828,0.01532567,0.003831418,0,0.003831418
16,ID,larceny,1,0.83606559,0.014344262,0.1045082,0.028688524,0.006147541,0,0.010245902
16,ID,otherprop,1,0.73333335,0.016666668,0.2,0.033333335,0,0,0.016666668
16,ID,drugtraff,1,0.61254615,0.022140222,0.32841328,0.007380074,0.011070111,0,0.018450184
16,ID,drugposs,1,0.75694442,0.034722224,0.16666667,0.013888889,0.006944445,0,0.020833334
16,ID,otherdrug,1,0.78207237,0.018092105,0.16118421,0.029605264,0.000822368,0,0.008223685
16,ID,public_oth,1,0.75757575,0.030303031,0.13383839,0.065656565,0,0,0.012626262
16,ID,weapons,1,0.67441863,0.069767445,0.1627907,0.069767445,0,0,0.023255814
16,ID,dwi,1,0.69098711,0.010729614,0.16523606,0.1223176,0.004291846,0,0.006437768
16,ID,unknown,1,0.75925928,0.018518519,0.16666667,0.037037037,0,0,0.018518519
17,IL,homicide,1,0.21057613,0.62498522,0.1580504,0.001301313,0.004732048,0,0.000354904
17,IL,kidnapping,1,0.21951219,0.60731709,0.15853658,0,0.014634146,0,0
17,IL,sexassault,1,0.44214374,0.34591961,0.20523751,0.001421031,0.005075112,0,0.000203004
17,IL,robbery,1,0.13294798,0.77436715,0.089495711,0.000597967,0.001793901,0,0.000797289
17,IL,assault,1,0.30035922,0.58275765,0.10859353,0.002486875,0.005250069,0,0.000552639
17,IL,otherviol,1,0.32183909,0.52873564,0.14942528,0,0,0,0
17,IL,burglary,1,0.38337591,0.52073097,0.091177046,0.001375516,0.002358027,0.000196502,0.000786009
17,IL,arson,1,0.48756218,0.40796021,0.10447761,0,0,0,0
17,IL,mvtheft,1,0.33748055,0.53188181,0.12908243,0,0.00155521,0,0
17,IL,fraud,1,0.44014734,0.51012892,0.038674034,0.003683241,0.007366483,0,0
17,IL,larceny,1,0.42142856,0.51142859,0.064761907,0.001428571,0.000952381,0,0
17,IL,otherprop,1,0.43589744,0.48290598,0.07692308,0.004273505,0,0,0
17,IL,drugtraff,1,0.27540106,0.56295574,0.15532328,0.00097229,0.004861449,0.000243072,0.000243072
17,IL,drugposs,1,0.33272728,0.59963638,0.065454543,0.001090909,0.000727273,0,0.000363636
17,IL,otherdrug,1,0.1587963,0.80185187,0.037037037,0.000462963,0.001388889,0,0.000462963
17,IL,public_oth,1,0.32085562,0.59458554,0.081885025,0.000668449,0.002005348,0,0
17,IL,weapons,1,0.1266221,0.73653167,0.13488007,0.000393236,0.001572945,0,0
17,IL,dwi,1,0.48918468,0.30282861,0.20077649,0.001663894,0.004437049,0,0.001109262
17,IL,unknown,1,0.19620253,0.71518987,0.075949363,0,0.012658228,0,0
18,IN,homicide,1,0.43888122,0.50138122,0.050414365,0.002417127,0.003453039,0.001035912,0.002417127
18,IN,kidnapping,1,0.480167,0.45720249,0.056367431,0.002087683,0.002087683,0,0.002087683
18,IN,sexassault,1,0.71636903,0.20922619,0.064880952,0.00327381,0.004464286,0.000297619,0.001488095
18,IN,robbery,1,0.39675516,0.56391346,0.031956736,0.001474926,0.000983284,0.000491642,0.004424779
18,IN,assault,1,0.54949784,0.39239597,0.048063129,0.00215208,0.00215208,0.00071736,0.005021521
18,IN,otherviol,1,0.69741696,0.2509225,0.044280443,0,0,0,0.007380074
18,IN,burglary,1,0.68630975,0.27811715,0.028386634,0.00323392,0.000718649,0,0.00323392
18,IN,arson,1,0.74264705,0.20588236,0.044117648,0,0.007352941,0,0
18,IN,mvtheft,1,1,0,0,0,0,0,0
18,IN,fraud,1,0.73013246,0.24834438,0.01821192,0,0.001655629,0,0.001655629
18,IN,larceny,1,0.73469388,0.22448979,0.030612245,0.005102041,0,0,0.005102041
18,IN,otherprop,1,0.77755374,0.19690861,0.018145161,0.001344086,0.001344086,0,0.004704301
18,IN,drugtraff,1,0.55428714,0.36377475,0.075342469,0.002790462,0.00152207,0,0.002283105
18,IN,drugposs,1,0.67090911,0.27727273,0.040909089,0,0.000909091,0,0.01
18,IN,otherdrug,1,0.83563221,0.1367816,0.020689655,0.000574713,0.002298851,0.000574713,0.003448276
18,IN,public_oth,1,0.62737644,0.33428392,0.029150823,0.001584284,0.003802281,0.000316857,0.003485425
18,IN,weapons,1,0.30905077,0.66004413,0.020971302,0.003311258,0.003311258,0,0.003311258
18,IN,dwi,1,0.7846365,0.17421125,0.035665296,0,0.001371742,0,0.004115226
18,IN,unknown,1,0.75,0.21323529,0.029411765,0.003676471,0,0,0.003676471
19,IA,homicide,1,0.62734288,0.25909591,0.07717751,0.015435502,0.020948181,0,0
19,IA,kidnapping,1,0.73595506,0.19662921,0.056179777,0.005617978,0.005617978,0,0
19,IA,sexassault,1,0.78336555,0.11992263,0.082205027,0.00967118,0.00483559,0,0
19,IA,robbery,1,0.3957704,0.52114803,0.064954683,0.01510574,0.003021148,0,0
19,IA,assault,1,0.56494844,0.31752577,0.076288663,0.032989692,0.008247423,0,0
19,IA,otherviol,1,0.56122446,0.36734694,0.06122449,0.005102041,0.005102041,0,0
19,IA,burglary,1,0.63802975,0.27605957,0.050400916,0.025200458,0.010309278,0,0
19,IA,arson,1,0.7647059,0.12941177,0.082352944,0.023529412,0,0,0
19,IA,fraud,1,0.76325089,0.16607773,0.03533569,0.03533569,0,0,0
19,IA,larceny,1,0.65671641,0.280597,0.037313432,0.017910447,0.007462686,0,0
19,IA,otherprop,1,0.75193799,0.14728682,0.062015504,0.023255814,0.015503876,0,0
19,IA,drugtraff,1,0.6523031,0.23105498,0.09138187,0.014858841,0.010401188,0,0
19,IA,drugposs,1,0.79581153,0.11518325,0.047120418,0.041884817,0,0,0
19,IA,otherdrug,1,0.59682542,0.32380953,0.063492067,0.006349206,0.00952381,0,0
19,IA,public_oth,1,0.68778878,0.24158415,0.048844885,0.015841585,0.005940594,0,0
19,IA,weapons,1,0.54838711,0.37634408,0.07526882,0,0,0,0
19,IA,dwi,1,0.7630769,0.14461538,0.055384614,0.024615385,0.012307692,0,0
19,IA,unknown,1,0.69791669,0.22916667,0.052083332,0.010416667,0,0,0.010416667
20,KS,homicide,1,0.45398772,0.39263803,0.11656442,0.023858214,0.012951602,0,0
20,KS,kidnapping,1,0.51623374,0.35064936,0.10064935,0.019480519,0.012987013,0,0
20,KS,sexassault,1,0.65086418,0.17777778,0.1437037,0.02074074,0.006913581,0,0
20,KS,robbery,1,0.35458937,0.53913045,0.090821259,0.008695652,0.006763285,0,0
20,KS,assault,1,0.46180964,0.35370153,0.15393655,0.022326674,0.008225617,0,0
20,KS,otherviol,1,0.63636363,0.18181819,0.14545454,0.027272727,0.009090909,0,0
20,KS,burglary,1,0.61576355,0.27955666,0.076354682,0.022167487,0.006157635,0,0
20,KS,arson,1,0.65625,0.28125,0,0.0625,0,0,0
20,KS,fraud,1,0.69461077,0.24550898,0.047904193,0.005988024,0.005988024,0,0
20,KS,larceny,1,0.69424462,0.21942446,0.071942449,0.007194245,0.007194245,0,0
20,KS,otherprop,1,0.83333331,0.083333336,0,0.083333336,0,0,0
20,KS,drugtraff,1,0.67381591,0.19302949,0.10366399,0.013404826,0.01608579,0,0
20,KS,drugposs,1,0.69962454,0.17647059,0.098873593,0.016270338,0.008760952,0,0
20,KS,otherdrug,1,0.46956521,0.40869564,0.09565217,0.017391304,0.008695652,0,0
20,KS,public_oth,1,0.59481037,0.26546907,0.10778443,0.025948104,0.005988024,0,0
20,KS,weapons,1,0.33333334,0.41414142,0.21212122,0.02020202,0.02020202,0,0
20,KS,dwi,1,1,0,0,0,0,0,0
20,KS,unknown,1,0.40909091,0.27272728,0.18181819,0.13636364,0,0,0
21,KY,homicide,1,0.68683815,0.27836612,0.022188604,0,0.003530005,0,0.009077156
21,KY,kidnapping,1,0.73043478,0.24347825,0.017391304,0,0,0,0.008695652
21,KY,sexassault,1,0.80042285,0.1539112,0.023255814,0.000422833,0.001691332,0,0.020295983
21,KY,robbery,1,0.51394796,0.45342791,0.013238771,0.000945626,0.00141844,0,0.017021276
21,KY,assault,1,0.65412188,0.31003585,0.019713262,0,0.000896057,0,0.015232975
21,KY,otherviol,1,0.75,0.19444445,0.055555556,0,0,0,0
21,KY,burglary,1,0.83643264,0.14535104,0.008728653,0.000379507,0.00113852,0,0.007969639
21,KY,arson,1,0.82802546,0.17197452,0,0,0,0,0
21,KY,mvtheft,1,0.66666669,0.33333334,0,0,0,0,0
21,KY,fraud,1,0.85807502,0.12398043,0.004893964,0.001631321,0,0,0.01141925
21,KY,larceny,1,0.8888889,0.11111111,0,0,0,0,0
21,KY,otherprop,1,0.87308782,0.11104816,0.004532578,0,0.001133145,0,0.010198301
21,KY,drugtraff,1,0.84886652,0.10327456,0.027707808,0,0.002518892,0,0.017632242
21,KY,drugposs,1,0.92050207,0.054393306,0.008368201,0,0.012552301,0,0.0041841
21,KY,otherdrug,1,0.75515461,0.22916667,0.005154639,0.00064433,0.00064433,0,0.009235395
21,KY,public_oth,1,0.80572474,0.17478685,0.005481121,0.001218027,0.000609013,0,0.012180268
21,KY,weapons,1,0.5115304,0.46750525,0.014675053,0,0,0,0.006289308
21,KY,dwi,1,1,0,0,0,0,0,0
21,KY,unknown,1,0.77627629,0.1891892,0.013513514,0,0.001501502,0,0.019519519
22,LA,homicide,0,0.24252775,0.75576431,0,0.000853971,0.000853971,0,0
22,LA,kidnapping,0,0.29589042,0.70136988,0,0,0.002739726,0,0
22,LA,sexassault,0,0.44287902,0.55467075,0,0.000918836,0.001531394,0,0
22,LA,robbery,0,0.15299901,0.84641099,0,0,0.000589971,0,0
22,LA,assault,0,0.26717559,0.73143649,0,0.000693963,0.000693963,0,0
22,LA,otherviol,0,0.39915967,0.59243697,0,0.004201681,0.004201681,0,0
22,LA,burglary,0,0.39516351,0.60318768,0,0.000549602,0.001099203,0,0
22,LA,arson,0,0.44230768,0.55769229,0,0,0,0,0
22,LA,mvtheft,0,0.4954955,0.5045045,0,0,0,0,0
22,LA,fraud,0,0.53401363,0.4642857,0,0,0.00170068,0,0
22,LA,larceny,0,0.52033371,0.47966632,0,0,0,0,0
22,LA,otherprop,0,0.37726358,0.62072432,0,0,0.002012072,0,0
22,LA,drugtraff,0,0.56363636,0.43636364,0,0,0,0,0
22,LA,drugposs,0,0.17142858,0.82857144,0,0,0,0,0
22,LA,otherdrug,0,0.27202263,0.72600883,0,0.000369094,0.00159941,0,0
22,LA,public_oth,0,0.5547809,0.44272909,0,0.00249004,0,0,0
22,LA,weapons,0,0.28678188,0.71181691,0,0,0.001401214,0,0
22,LA,dwi,0,0.77108431,0.22623828,0,0,0.002677376,0,0
22,LA,unknown,0,0.26989618,0.72318339,0,0,0,0,0.006920415
23,ME,homicide,0,0.90545452,0.058181819,0,0.018181818,0.018181818,0,0
23,ME,kidnapping,0,1,0,0,0,0,0,0
23,ME,sexassault,0,0.91776317,0.052631579,0,0.023026315,0.003289474,0,0.003289474
23,ME,robbery,0,0.84545457,0.090909094,0,0.027272727,0.013636364,0,0.022727273
23,ME,assault,0,0.85470086,0.091168091,0,0.042735044,0.002849003,0,0.008547009
23,ME,otherviol,0,0.9375,0.0625,0,0,0,0,0
23,ME,burglary,0,0.9285714,0.035714287,0,0.023809524,0,0,0.011904762
23,ME,arson,0,0.94117647,0,0,0.029411765,0,0,0.029411765
23,ME,fraud,0,0.89130437,0.043478262,0,0.021739131,0,0.021739131,0.021739131
23,ME,larceny,0,0.91925466,0.024844721,0,0.049689442,0,0,0.00621118
23,ME,otherprop,0,0.90909094,0,0,0.090909094,0,0,0
23,ME,otherdrug,0,0.7302053,0.22873901,0,0.02052786,0.005865103,0,0.014662757
23,ME,public_oth,0,0.87313432,0.082089551,0,0.029850746,0,0,0.014925373
23,ME,weapons,0,0.85714287,0.14285715,0,0,0,0,0
23,ME,dwi,0,0.91666669,0.083333336,0,0,0,0,0
23,ME,unknown,0,0.80000001,0.2,0,0,0,0,0
24,MD,homicide,0,0.20755085,0.78873241,0,0.001564945,0.0021518,0,0
24,MD,kidnapping,0,0.23121387,0.76878613,0,0,0,0,0
24,MD,sexassault,0,0.42575684,0.57184047,0,0.000961076,0.001441615,0,0
24,MD,robbery,0,0.2150404,0.78123057,0,0.001243008,0.002486016,0,0
24,MD,assault,0,0.28987992,0.70771867,0,0.001372213,0.00102916,0,0
24,MD,otherviol,0,0.46835443,0.52742618,0,0,0.004219409,0,0
24,MD,burglary,0,0.55783707,0.43805611,0,0.000684463,0.003422313,0,0
24,MD,arson,0,0.55681819,0.44318181,0,0,0,0,0
