"","STATE_CODE","ppf_cat","year","nt","e","x","l","state"
"23","22","assault",2008,1255.80355848965,636.503386360057,589.901195219124,2.12883711487171,"LA"
"31","22","burglary",2008,4154.81802324021,2248.29421956214,2090.10677290837,1.98784965299108,"LA"
"49","22","drugposs",2008,105.656549392158,25.6654591274216,25.9516600265604,4.07128288841729,"LA"
"64","22","drugtraff",2008,24.1500684324934,17.9658213891951,11.9776892430279,2.01625438283523,"LA"
"80","22","dwi",2008,773.808442691141,692.967396440384,719.659495351926,1.07524245520131,"LA"
"88","22","fraud",2008,1164.23454901645,763.547409040794,767.570252324037,1.51677914235394,"LA"
"110","22","homicide",2008,5062.45809516142,444.012442904394,345.356706507304,14.6586355491966,"LA"
"123","22","kidnapping",2008,305.900866811583,52.6141912112144,37.9293492695883,8.06501753134092,"LA"
"137","22","larceny",2008,1394.66645197649,941.922349976374,855.406640106242,1.63041340408963,"LA"
"154","22","mvtheft",2008,6.03751710812334,6.41636478185541,4.99070385126162,1.20975262970114,"LA"
"170","22","otherdrug",2008,10979.2248611223,6619.12190896204,6175.49694555113,1.77786904566956,"LA"
"185","22","otherprop",2008,1527.4918283552,961.17144432194,999.138911022576,1.52880826830364,"LA"
"201","22","otherviol",2008,175.087996135577,84.6960151204914,95.8215139442231,1.82723053444443,"LA"
"212","22","public_oth",2008,1300.07868394923,751.997952433454,585.908632138114,2.21891027480674,"LA"
"228","22","robbery",2008,5088.62066929662,868.775791463223,842.430810092961,6.04040190402711,"LA"
"252","22","sexassault",2008,3026.8085768725,554.373917152308,443.174501992032,6.8298346661806,"LA"
"261","22","weapons",2008,1006.25285135389,563.356827846905,367.315803452855,2.73947606363482,"LA"
"5","22","arson",2009,132.391341991342,55.2631953927448,57.1296711283387,2.31738323320525,"LA"
"19","22","assault",2009,1295.22862914863,758.333847889331,562.082248198171,2.30434003795825,"LA"
"36","22","burglary",2009,4071.03376623377,2402.92560707712,2064.03973108836,1.97236211344009,"LA"
"56","22","drugposs",2009,89.3641558441558,23.5380276672802,38.7007449579068,2.30910686451523,"LA"
"60","22","drugtraff",2009,26.4782683982684,27.6315976963724,14.7431409363455,1.79597200573407,"LA"
"76","22","dwi",2009,832.962193362193,714.32797007659,767.564774998486,1.08520117193215,"LA"
"96","22","fraud",2009,1031.54920634921,782.895268063884,781.38646962631,1.32015237842874,"LA"
"105","22","homicide",2009,5541.68092352092,465.643590809238,351.071043546726,15.7850697896802,"LA"
"120","22","kidnapping",2009,329.875093795094,53.2164103781987,47.9152080431228,6.88455935531393,"LA"
"129","22","larceny",2009,1259.92427128427,1059.21124502761,973.047301798801,1.29482325160878,"LA"
"145","22","mvtheft",2009,2.20652236652237,6.14035504363831,5.52867785112955,0.399104890163126,"LA"
"169","22","otherdrug",2009,10905.7367965368,6741.08644540759,6174.61171340319,1.76622228291113,"LA"
"190","22","otherprop",2009,1363.63082251082,1148.24639316036,965.675731330628,1.41210012664587,"LA"
"207","22","otherviol",2009,172.108744588745,110.52639078549,107.809218097026,1.5964195606525,"LA"
"213","22","public_oth",2009,1341.5655988456,786.988838092976,656.069771667373,2.04485202150995,"LA"
"233","22","robbery",2009,5348.61021645022,1026.46268479487,809.951305190479,6.60361947955916,"LA"
"245","22","sexassault",2009,3321.91942279942,533.18749628926,413.729392526195,8.02920818005238,"LA"
"266","22","weapons",2009,1161.73402597403,541.374636347444,422.943855611411,2.7467807146521,"LA"
"7","22","arson",2010,127.96263413881,79.2849728981663,64.9002894821486,1.97168048339764,"LA"
"24","22","assault",2010,1464.91623562109,777.983796563257,676.81730459955,2.16441900298018,"LA"
"40","22","burglary",2010,4363.01397359685,2385.48662207358,2369.78771309103,1.84109907798702,"LA"
"55","22","drugposs",2010,72.6827761908438,25.767616191904,38.013026696687,1.91204917121683,"LA"
"63","22","drugtraff",2010,41.9717439975295,36.6692999654019,37.0858797040849,1.13174459747025,"LA"
"73","22","dwi",2010,849.671890681695,789.876542497982,934.56416854294,0.909163778455579,"LA"
"93","22","fraud",2010,1104.5734578862,780.956983046938,883.571083949823,1.25012404542307,"LA"
"108","22","homicide",2010,5368.28842739134,438.049475262369,394.964618848504,13.5918210675231,"LA"
"122","22","kidnapping",2010,322.4658380298,50.544170222581,46.3573496301061,6.95608874542687,"LA"
"131","22","larceny",2010,1383.02014977225,1050.5258909007,972.577195239627,1.42201581174387,"LA"
"152","22","mvtheft",2010,5.11850536555238,13.8748702571791,5.56288195561274,0.920117558918899,"LA"
"178","22","otherdrug",2010,11594.4383540493,6471.63591281282,7071.35011257639,1.6396357370891,"LA"
"196","22","otherprop",2010,1529.40940322705,1107.01643409065,1035.62319073657,1.47680103816455,"LA"
"203","22","otherviol",2010,182.218791013665,135.77551608811,133.509166934706,1.3648410457297,"LA"
"219","22","public_oth",2010,1446.4896163051,933.580555875908,744.499035059505,1.94290327883298,"LA"
"234","22","robbery",2010,5340.64849841735,1042.59739361089,886.35252492763,6.02542255842664,"LA"
"247","22","sexassault",2010,3275.84343395352,503.459577903356,428.341910582181,7.64773035984539,"LA"
"254","22","weapons",2010,1307.26627036208,563.914369738208,571.122547442908,2.28894179754435,"LA"
"12","22","arson",2011,142.101740665994,62.5541795665635,76.3095142282265,1.86217593052678,"LA"
"20","22","assault",2011,1598.89301210898,740.224458204334,743.528600172463,2.15041225278774,"LA"
"34","22","burglary",2011,4266.03337537841,2612.67956656347,2410.59798792757,1.7696992185105,"LA"
"53","22","drugposs",2011,60.6168264379415,16.6811145510836,15.6532336878413,3.87247949189091,"LA"
"69","22","drugtraff",2011,39.7487386478305,41.702786377709,47.9380281690141,0.829169245503574,"LA"
"84","22","dwi",2011,800.937083753784,699.564241486068,769.943432020696,1.04025445304695,"LA"
"85","22","fraud",2011,997.693340060545,790.267801857585,745.485254383443,1.33831398299848,"LA"
"104","22","homicide",2011,5363.09856205853,461.858359133127,393.287496407014,13.6365854776839,"LA"
"126","22","kidnapping",2011,329.914530776993,46.9156346749226,52.8296636964645,6.24487281752414,"LA"
"128","22","larceny",2011,1426.97971745711,1090.52786377709,1010.61189997126,1.41199575969539,"LA"
"144","22","mvtheft",2011,11.9246215943491,18.766253869969,9.78327105490084,1.21887879089025,"LA"
"179","22","otherdrug",2011,10977.6078960646,6617.18962848297,6736.76044840471,1.62950842324579,"LA"
"188","22","otherprop",2011,1533.30759334006,1158.29489164087,1047.78832997988,1.46337533017714,"LA"
"205","22","otherviol",2011,184.831634712412,141.789473684211,131.095832135671,1.40989710886559,"LA"
"224","22","public_oth",2011,1606.84275983855,891.39705882353,735.701983328543,2.18409464192103,"LA"
"231","22","robbery",2011,5368.06715438951,925.801857585139,987.132049439494,5.43804363097882,"LA"
"248","22","sexassault",2011,3280.26465691221,510.859133126935,420.680655360736,7.79751722621847,"LA"
"259","22","weapons",2011,1402.13675580222,683.925696594427,682.872319632078,2.05329271005987,"LA"
"9","22","arson",2012,139.809948310735,66.8506136267457,75.5396779923223,1.85081472448089,"LA"
"22","22","assault",2012,1563.68998926262,799.024000967293,827.993353578181,1.8885296391633,"LA"
"39","22","burglary",2012,4377.73703398507,2455.43364971888,2465.34039993124,1.77571301476549,"LA"
"50","22","drugposs",2012,61.4767148600395,13.7945710658364,34.3362172692374,1.79043353488789,"LA"
"57","22","drugtraff",2012,60.485154942942,70.0339761804002,47.0896693978113,1.284467606514,"LA"
"78","22","dwi",2012,862.657127874747,817.063055438002,800.524379762792,1.07761506043122,"LA"
"95","22","fraud",2012,959.829999750293,660.017169457711,722.041597433106,1.32932784366238,"LA"
"101","22","homicide",2012,5525.96341798387,393.675835801947,358.07769437919,15.4323028346248,"LA"
"121","22","kidnapping",2012,318.290733388269,55.1782842633456,50.0327737351745,6.3616447705457,"LA"
"133","22","larceny",2012,1497.25547481709,1162.98845293513,1030.08651807712,1.45352399875308,"LA"
"150","22","mvtheft",2012,24.7889979274353,45.628196602382,18.6396608033003,1.32990606369007,"LA"
"182","22","otherdrug",2012,10738.593902165,6564.09358563569,6488.56402910674,1.65500314923197,"LA"
"195","22","otherprop",2012,1517.08667315904,1146.01051931564,1066.3848049046,1.42264468340278,"LA"
"210","22","otherviol",2012,219.134741678528,132.640106402273,118.705208273649,1.84604150791227,"LA"
"223","22","public_oth",2012,1732.25517516918,1050.509642706,826.031284019939,2.09708180389856,"LA"
"232","22","robbery",2012,5255.26756061628,759.762529472221,1005.56064859909,5.22620646296938,"LA"
"249","22","sexassault",2012,3329.6582016131,342.742034943474,460.105311407781,7.23673063330952,"LA"
"253","22","weapons",2012,1525.01915249582,1016.55377546702,726.946771328711,2.09784156508239,"LA"
"6","22","arson",2013,132.214517223185,81.2047619047619,85.8548422678138,1.53997740524359,"LA"
"18","22","assault",2013,1636.02849174644,840.76637630662,857.572799470549,1.90774298433497,"LA"
"41","22","burglary",2013,4438.7744026532,2607.46509872242,2607.84083388484,1.70208792844188,"LA"
"43","22","drugposs",2013,48.4450139443733,22.7769454123113,10.7318552834767,4.51413224132471,"LA"
"67","22","drugtraff",2013,65.6026230496721,60.4084204413473,61.464262078094,1.06732954779999,"LA"
"75","22","dwi",2013,964.863194392101,660.531416957027,809.767262298698,1.19153149221312,"LA"
"94","22","fraud",2013,858.889726388784,678.356852497096,709.278071917053,1.21093511895463,"LA"
"106","22","homicide",2013,5663.02027587247,393.149883855981,382.444297374807,14.8074381413054,"LA"
"125","22","kidnapping",2013,332.050199743725,59.418118466899,74.1473637767483,4.47824686988874,"LA"
"127","22","larceny",2013,1439.22062259742,1113.09941927991,1081.96613721597,1.33019007997857,"LA"
"142","22","mvtheft",2013,45.4172005728499,56.447212543554,46.8299139642621,0.969833098722106,"LA"
"180","22","otherdrug",2013,10445.9561317555,6075.50261324042,6531.79737480697,1.59924681253055,"LA"
"186","22","otherprop",2013,1535.10137936233,1151.72119628339,1120.01544231193,1.37060733394316,"LA"
"197","22","otherviol",2013,234.150900731137,148.545296167247,133.660379439665,1.75183477491798,"LA"
"220","22","public_oth",2013,1802.55822718022,933.854761904762,860.499669093316,2.0947808487591,"LA"
"227","22","robbery",2013,5294.63631567046,922.96144018583,981.476946834326,5.39456003806088,"LA"
"246","22","sexassault",2013,3419.41056757368,457.519512195122,509.27531436135,6.71426725613384,"LA"
"262","22","weapons",2013,1813.66020954247,789.270673635308,825.377233620119,2.19737125724649,"LA"
"3","22","arson",2014,146.574308399881,65.0550547522536,69.6171094986088,2.1054351359246,"LA"
"15","22","assault",2014,1650.08500560602,804.680984935568,852.074199356212,1.93655083894425,"LA"
"38","22","burglary",2014,4671.49406219253,2580.183556174,2677.80740902395,1.74452204682459,"LA"
"47","22","drugposs",2014,56.651419810997,20.0169399237703,23.5325440558678,2.40736486784017,"LA"
"58","22","drugtraff",2014,67.442166441663,76.0643717103273,74.5197228435812,0.905024386406078,"LA"
"71","22","dwi",2014,910.918861405396,627.5310666102,837.366359321294,1.08783789946341,"LA"
"90","22","fraud",2014,874.949705969842,640.542077560651,661.85280157128,1.32197023853741,"LA"
"102","22","homicide",2014,5083.34089192962,392.332022505899,422.605270336625,12.0285790280857,"LA"
"113","22","kidnapping",2014,307.536278973983,41.0347268437292,49.0261334497245,6.27290502705781,"LA"
"130","22","larceny",2014,1590.73589913736,1046.88595801319,1198.19870151127,1.32760609499158,"LA"
"148","22","mvtheft",2014,67.442166441663,51.0431968056144,55.8897921326859,1.20669918187477,"LA"
"181","22","otherdrug",2014,10453.5357984578,5915.00574747414,6462.62491134268,1.61753713728776,"LA"
"193","22","otherprop",2014,1607.82124796925,1041.88172303225,1131.52316001964,1.42093534165164,"LA"
"204","22","otherviol",2014,254.481774706542,145.122814447335,158.844672377107,1.60207938294831,"LA"
"217","22","public_oth",2014,1816.44234949546,894.757214592534,838.346881990289,2.16669541989959,"LA"
"225","22","robbery",2014,4821.66528613596,944.79956440196,1017.78253041628,4.73742193645618,"LA"
"251","22","sexassault",2014,3080.75816305517,453.383689273398,453.981995744449,6.78608004708045,"LA"
"258","22","weapons",2014,1837.1246138709,802.679290943191,986.405805008457,1.86244302754803,"LA"
"8","22","arson",2015,145.296923654513,59.8842528591178,83.5635989952044,1.73875856714658,"LA"
"16","22","assault",2015,1608.34455952828,872.45161493025,885.570335693081,1.81616806108295,"LA"
"35","22","burglary",2015,4556.27636315452,2314.83611914038,2544.61349623202,1.79055733607533,"LA"
"48","22","drugposs",2015,56.2710629182218,10.3248711826065,31.591116693309,1.78123057391447,"LA"
"65","22","drugtraff",2015,66.3494622468585,72.2740982782456,72.3538479104818,0.917013595862211,"LA"
"74","22","dwi",2015,889.418740752192,721.708495664195,763.282142041562,1.1652555349628,"LA"
"98","22","fraud",2015,870.941675316358,596.777554354656,660.3562457182,1.31889670305022,"LA"
"99","22","homicide",2015,4783.04034804885,431.579615432952,432.084950902032,11.0696758543977,"LA"
"124","22","kidnapping",2015,292.273580530465,56.7867915043358,55.0296871431834,5.31119829502192,"LA"
"135","22","larceny",2015,1558.79242949581,1006.67494030413,1144.41367892213,1.36208825375451,"LA"
"153","22","mvtheft",2015,62.9899958039796,107.378660299108,83.5635989952044,0.753797066682043,"LA"
"175","22","otherdrug",2015,10201.8597204125,5740.62837752922,6331.47122630738,1.61129370343241,"LA"
"184","22","otherprop",2015,1577.26949493165,971.570378283273,1036.39244119662,1.52188440617198,"LA"
"199","22","otherviol",2015,255.319449658797,143.51570943823,152.860242064398,1.6702802914,"LA"
"221","22","public_oth",2015,1775.4780150615,1070.6891416363,1023.14455355104,1.73531492583265,"LA"
"226","22","robbery",2015,4548.71756365805,712.416111599849,921.237725508107,4.93761538168578,"LA"
"244","22","sexassault",2015,2908.45807292242,346.915671735579,349.540420187257,8.32080613556591,"LA"
"255","22","weapons",2015,1872.90254190499,1194.58759582757,1278.9306919388,1.46442848991743,"LA"
"10","22","arson",2016,106.549458826155,NA,NA,NA,"LA"
"26","22","assault",2016,1468.35301829949,NA,NA,NA,"LA"
"42","22","burglary",2016,3696.75884289221,NA,NA,NA,"LA"
"44","22","drugposs",2016,35.516486275385,NA,NA,NA,"LA"
"70","22","drugtraff",2016,55.8116212898906,NA,NA,NA,"LA"
"79","22","dwi",2016,768.17086029904,NA,NA,NA,"LA"
"92","22","fraud",2016,597.691726177193,NA,NA,NA,"LA"
"100","22","homicide",2016,5960.68115376032,NA,NA,NA,"LA"
"118","22","kidnapping",2016,371.400970765454,NA,NA,NA,"LA"
"132","22","larceny",2016,974.166480696273,NA,NA,NA,"LA"
"146","22","mvtheft",2016,113.652756081232,NA,NA,NA,"LA"
"172","22","otherdrug",2016,8264.17897790672,NA,NA,NA,"LA"
"191","22","otherprop",2016,1010.69772372238,NA,NA,NA,"LA"
"198","22","otherviol",2016,241.512106672618,NA,NA,NA,"LA"
"218","22","public_oth",2016,2046.7643662129,NA,NA,NA,"LA"
"237","22","robbery",2016,5166.12661794242,NA,NA,NA,"LA"
"250","22","sexassault",2016,3325.35787212676,NA,NA,NA,"LA"
"257","22","weapons",2016,2173.60896005356,NA,NA,NA,"LA"
"11554","51","arson",2013,182.525369157322,74.0759048257373,83.1104043220634,2.19617953547685,"VA"
"61001","51","assault",2013,3981.45997557455,1451.88773458445,1404.66843848031,2.83444823454711,"VA"
"11555","51","burglary",2013,3176.14200066615,1327.01692359249,1247.6821192053,2.54563398142563,"VA"
"16101","51","dwi",2013,499.437548573332,278.313756702413,357.066922272569,1.39872252908401,"VA"
"17101","51","homicide",2013,4485.91195736649,318.52639075067,227.784071104915,19.6937034956247,"VA"
"22101","51","kidnapping",2013,2362.80093260797,281.488438337802,251.383321714883,9.39919528666202,"VA"
"27101","51","larceny",2013,4862.9973354058,3195.84617962466,3003.26115371209,1.61923891613456,"VA"
"33101","51","otherdrug",2013,4964.28888642167,3512.25611595174,2836.01429069362,1.75044565279942,"VA"
"38101","51","public_oth",2013,435.252803375153,116.404993297587,267.800191704427,1.62528936445103,"VA"
"43101","51","robbery",2013,6104.57100033307,1019.07280495979,985.012199372604,6.19745725405364,"VA"
"48101","51","sexassault",2013,4195.07483068724,864.571632037534,745.941530149878,5.62386549230521,"VA"
"49101","51","weapons",2013,881.537359831242,191.539125335121,365.275357267341,2.41335020907544,"VA"
"21001","51","arson",2014,173.343236132427,87.033588139912,88.5722831505484,1.95708217025174,"VA"
"71001","51","assault",2014,4027.44255645692,1490.57524515481,1391.40877367896,2.89450708709284,"VA"
"12101","51","burglary",2014,3248.91854856391,1252.48336035827,1263.6999002991,2.57095735134183,"VA"
"13101","51","dwi",2014,418.659394869546,326.125859007026,365.61814556331,1.14507280327817,"VA"
"18101","51","homicide",2014,4614.3766717825,314.121226160142,270.866400797607,17.0356185122805,"VA"
"23101","51","kidnapping",2014,2409.57235255426,240.092656937688,227.610169491525,10.5864002383425,"VA"
"28101","51","larceny",2014,5009.72089454067,3395.31032352714,3311.16151545364,1.51297992295441,"VA"
"34101","51","otherdrug",2014,5580.43575970182,3073.18600880241,2962.02193419741,1.88399542058553,"VA"
"39101","51","public_oth",2014,286.87798728349,439.169484981855,281.165503489531,1.02031715741462,"VA"
"44101","51","robbery",2014,6173.45209383907,908.35055208092,1049.47856430708,5.88239941605201,"VA"
"45101","51","sexassault",2014,4331.55349704012,1092.42158906648,800.240279162512,5.41281613763967,"VA"
"50101","51","weapons",2014,713.647007235255,337.130105783337,384.156530408774,1.85769849200761,"VA"
"31001","51","arson",2015,172.666791433842,72.2642607683353,92.4754376058724,1.86716382105422,"VA"
"81001","51","assault",2015,4127.94096730209,1462.83510726759,1550.74195369848,2.66191351659576,"VA"
"91001","51","burglary",2015,3242.52172285646,1104.61084317312,1221.48874727757,2.65456536548808,"VA"
"14101","51","dwi",2015,385.488650642997,338.609679028771,340.431556021618,1.13235287335854,"VA"
"19101","51","homicide",2015,4620.84442424404,107.364044570098,227.631846414455,20.2996395145465,"VA"
"24101","51","kidnapping",2015,2405.2885597412,243.63379344753,240.842623215294,9.98697210497935,"VA"
"25101","51","larceny",2015,5140.85255193434,3362.3528188924,3260.01322900702,1.57694223636639,"VA"
"35101","51","otherdrug",2015,5723.10103467636,3060.9076168302,3080.1434217956,1.85806316490939,"VA"
"40101","51","public_oth",2015,450.740635777879,315.898054215866,369.90175042349,1.2185415053101,"VA"
"41101","51","robbery",2015,6002.17875571478,881.62398137369,990.808260062918,6.05786103895988,"VA"
"46101","51","sexassault",2015,4605.7862738283,930.144270746715,865.813987254981,5.31960252620856,"VA"
"51101","51","weapons",2015,670.589631847713,534.755529685681,357.707187222715,1.87468872810261,"VA"
"41001","51","arson",2016,152.35782566429,NA,NA,NA,"VA"
"51001","51","assault",2016,4038.99586843811,NA,NA,NA,"VA"
"101001","51","burglary",2016,3125.85790667531,NA,NA,NA,"VA"
"15101","51","dwi",2016,380.390068049255,NA,NA,NA,"VA"
"20101","51","homicide",2016,4523.31213545042,NA,NA,NA,"VA"
"21101","51","kidnapping",2016,2416.53637394686,NA,NA,NA,"VA"
"26101","51","larceny",2016,5216.4897926118,NA,NA,NA,"VA"
"36101","51","otherdrug",2016,5685.67117627997,NA,NA,NA,"VA"
