"","STATE_CODE","ppf_cat","year","nt","e","x","l","state"
"784","12","drugposs",2013,3190.69681775307,2139.34535341541,2089.11220834544,1.52729796178831,"FL"
"785","12","drugtraff",2013,12331.2296083006,4398.22432972939,4762.97102010521,2.58897850863436,"FL"
"786","12","dwi",2013,312.298168098099,144.053340416224,173.068609416852,1.80447609274943,"FL"
"787","12","fraud",2013,2124.4360820136,1122.79873132929,1216.60063897764,1.74620661369935,"FL"
"788","12","homicide",2013,13728.9913121184,1112.5821823636,744.502242876045,18.4404969138611,"FL"
"789","12","kidnapping",2013,2123.42540833044,425.008436972689,387.100203311066,5.4854670448832,"FL"
"790","12","larceny",2013,3755.66340664251,2491.8162927317,2344.10678671701,1.60217248971939,"FL"
"791","12","mvtheft",2013,1045.03658839299,557.823573526655,559.144738115984,1.86899118806733,"FL"
"792","12","otherdrug",2013,157.665094573797,67.4292231735516,84.9981927905251,1.85492290362405,"FL"
"793","12","otherprop",2013,2690.41334458621,1788.91772389226,1465.45076967761,1.83589472963195,"FL"
"794","12","otherviol",2013,1413.93248274835,534.325510905568,522.278052086359,2.70724085972993,"FL"
"795","12","public_oth",2013,6105.47972000199,3164.06521467408,3188.96834156259,1.91456266292387,"FL"
"796","12","robbery",2013,14265.6590378792,2657.32438597588,2717.89402007293,5.24879150272988,"FL"
"797","12","sexassault",2013,10934.4785781661,1654.05927754515,1412.19888985704,7.7428743618918,"FL"
"798","12","weapons",2013,2855.15315494216,1148.34010374352,1052.74870106819,2.71209373333364,"FL"
"799","12","arson",2014,372.707048068416,93.0262615016864,104.721761658031,3.55902194699027,"FL"
"800","12","assault",2014,10186.315934336,3666.8703297423,3766.90336787565,2.70416173167739,"FL"
"801","12","burglary",2014,14475.9821488253,4905.85746095157,5067.71191709845,2.85651244301859,"FL"
"802","12","drugposs",2014,3243.25835053573,2153.91574707751,2155.00958549223,1.50498557981817,"FL"
"803","12","drugtraff",2014,11974.0977096235,4057.3761747274,4640.61139896373,2.58028450998879,"FL"
"804","12","dwi",2014,283.822982404404,130.850126068306,143.735751295337,1.97461647395732,"FL"
"805","12","fraud",2014,2033.22300206429,1032.48927600773,1127.29896373057,1.80362358831214,"FL"
"806","12","homicide",2014,14086.1043153445,1046.80100854645,763.852849740933,18.4408611162764,"FL"
"807","12","kidnapping",2014,2160.48882335594,399.706244474279,389.113212435233,5.55233992141953,"FL"
"808","12","larceny",2014,3904.83861201219,2475.92972919873,2441.45440414508,1.59939034920439,"FL"
"809","12","mvtheft",2014,1044.38777155215,564.29116866957,572.889637305699,1.823017390337,"FL"
"810","12","otherdrug",2014,140.396421901111,50.0910638855234,90.3481865284974,1.55394842216149,"FL"
"811","12","otherprop",2014,3011.95777056915,1672.42817381054,1556.45284974093,1.93514231482854,"FL"
"812","12","otherviol",2014,1426.18523542711,409.928910573365,478.434715025907,2.98094011708554,"FL"
"813","12","public_oth",2014,6084.51831318195,3319.29968237336,3217.6274611399,1.89099527110153,"FL"
"814","12","robbery",2014,14203.2696746289,2401.3042666754,2584.16347150259,5.49627368053859,"FL"
"815","12","sexassault",2014,11170.1009338445,1689.80670617898,1454.81113989637,7.67804193102353,"FL"
"816","12","weapons",2014,2950.34495232478,1149.02766953731,1148.85932642487,2.5680645875992,"FL"
"817","12","arson",2015,361.100178520352,83.1545405551064,115.024277166933,3.13933881971971,"FL"
"818","12","assault",2015,10089.6231445226,3699.36297493937,3995.03962660151,2.52553768862253,"FL"
"819","12","burglary",2015,14317.9246762469,4690.11890326058,4990.20502459042,2.86920569509508,"FL"
"820","12","drugposs",2015,3246.87562753356,2083.933912692,2222.4333552611,1.46095522722755,"FL"
"821","12","drugtraff",2015,11401.8894357376,3586.80012126112,4588.64705698086,2.4848041904621,"FL"
"822","12","dwi",2015,271.329463748533,142.985246564268,135.564326661028,2.00148129254519,"FL"
"823","12","fraud",2015,1941.6699543343,924.840743734842,1135.86473702346,1.70942004892453,"FL"
"824","12","homicide",2015,14349.1931274596,1028.27687954729,979.760360868339,14.6456150917784,"FL"
"825","12","kidnapping",2015,2169.62705027173,377.23767178658,382.04492059017,5.67898415432447,"FL"
"826","12","larceny",2015,3943.85949166083,2457.11526542711,2667.12542680826,1.4786929223574,"FL"
"827","12","mvtheft",2015,1036.90218860034,554.701630288332,605.931460075807,1.71125326364572,"FL"
"828","12","otherdrug",2015,100.86597165373,44.6195095661547,79.0791905522664,1.27550586885514,"FL"
"829","12","otherprop",2015,3128.8624406987,1553.57019671248,1720.22914513047,1.81886375402702,"FL"
"830","12","otherviol",2015,1358.66463817574,350.871597952035,473.448140838894,2.86972219548343,"FL"
"831","12","public_oth",2015,6190.14468038939,3304.88594718405,3371.64912445572,1.83593975882311,"FL"
"832","12","robbery",2015,14014.3181015692,2335.42569388305,2559.29016696426,5.47586134720805,"FL"
"833","12","sexassault",2015,11392.8114982888,1657.00633252493,1602.12386053942,7.11106786366249,"FL"
"834","12","weapons",2015,2951.33833058813,1231.09283212072,1161.53979889108,2.54088437899912,"FL"
"835","12","arson",2016,329.435665732094,NA,NA,NA,"FL"
"836","12","assault",2016,9803.72418661879,NA,NA,NA,"FL"
"837","12","burglary",2016,14022.1077112371,NA,NA,NA,"FL"
"838","12","drugposs",2016,3123.61256227686,NA,NA,NA,"FL"
"839","12","drugtraff",2016,10418.4029287775,NA,NA,NA,"FL"
"840","12","dwi",2016,279.216814248543,NA,NA,NA,"FL"
"841","12","fraud",2016,1738.57663836053,NA,NA,NA,"FL"
"842","12","homicide",2016,14348.5302458801,NA,NA,NA,"FL"
"843","12","kidnapping",2016,2160.41499082236,NA,NA,NA,"FL"
"844","12","larceny",2016,3752.35258285092,NA,NA,NA,"FL"
"845","12","mvtheft",2016,989.311374225952,NA,NA,NA,"FL"
"846","12","otherdrug",2016,67.2932609879581,NA,NA,NA,"FL"
"847","12","otherprop",2016,2971.95163079654,NA,NA,NA,"FL"
"848","12","otherviol",2016,1237.39250055469,NA,NA,NA,"FL"
"849","12","public_oth",2016,6139.75678237893,NA,NA,NA,"FL"
"850","12","robbery",2016,13764.9871916413,NA,NA,NA,"FL"
"851","12","sexassault",2016,11418.7624503298,NA,NA,NA,"FL"
"852","12","weapons",2016,3022.17048228009,NA,NA,NA,"FL"
"853","13","arson",1971,32.2689479213567,27.0048780487805,24,1.3445394967232,"GA"
"854","13","assault",1971,552.605733153234,505.091237579042,306,1.80590108873606,"GA"
"855","13","burglary",1971,1715.29626294462,1329.24010840108,891,1.92513609758094,"GA"
"856","13","drugposs",1971,4.03361849016959,73.0131887985547,0,Inf,"GA"
"857","13","drugtraff",1971,97.8152483866126,280.050587172538,190,0.514817096771645,"GA"
"858","13","dwi",1971,20.168092450848,287.051851851852,173,0.116578569080046,"GA"
"859","13","fraud",1971,301.512982140177,344.062149954833,229,1.31665057703134,"GA"
"860","13","homicide",1971,1430.92615938766,404.072990063234,278,5.14721640067505,"GA"
"861","13","kidnapping",1971,58.4874681074591,21.0037940379404,13,4.49903600826608,"GA"
"862","13","larceny",1971,275.294461954075,530.095754290876,336,0.819328755815699,"GA"
"863","13","mvtheft",1971,341.849167041873,280.050587172538,238,1.43634103799106,"GA"
"864","13","otherdrug",1971,1.0084046225424,2.0003613369467,0,Inf,"GA"
"865","13","otherprop",1971,79.6639651808495,97.0175248419151,66,1.20702977546742,"GA"
"866","13","otherviol",1971,23.1933063184752,27.0048780487805,23,1.0084046225424,"GA"
"867","13","public_oth",1971,137.143028665766,559.100993676603,327,0.419397641179713,"GA"
"868","13","robbery",1971,1207.06033318325,612.110569105691,365,3.30701461146096,"GA"
"869","13","sexassault",1971,430.588773825604,113.020415537489,89,4.83807611040005,"GA"
"870","13","weapons",1971,10.084046225424,45.0081300813008,25,0.403361849016959,"GA"
"871","13","arson",1972,35.2313043478261,21,25,1.40925217391304,"GA"
"872","13","assault",1972,751.936695652174,483,499,1.50688716563562,"GA"
"873","13","burglary",1972,2153.136,1212,1263,1.70477909738717,"GA"
"874","13","drugposs",1972,77.5088695652174,303,126,0.615149758454106,"GA"
"875","13","drugtraff",1972,188.235826086957,161,214,0.879606663957741,"GA"
"876","13","dwi",1972,134.885565217391,401,374,0.360656591490351,"GA"
"877","13","fraud",1972,416.736,372,343,1.21497376093294,"GA"
"878","13","homicide",1972,1555.21043478261,434,365,4.26085050625372,"GA"
"879","13","kidnapping",1972,66.4361739130435,18,11,6.03965217391304,"GA"
"880","13","larceny",1972,470.086260869565,560,546,0.860963847746457,"GA"
"881","13","mvtheft",1972,383.517913043478,211,287,1.33629934858355,"GA"
"882","13","otherdrug",1972,3.01982608695652,2,1,3.01982608695652,"GA"
"883","13","otherprop",1972,110.726956521739,94,96,1.15340579710145,"GA"
"884","13","otherviol",1972,27.1784347826087,16,25,1.08713739130435,"GA"
"885","13","public_oth",1972,370.432,569,595,0.622574789915966,"GA"
"886","13","robbery",1972,1453.54295652174,662,496,2.9305301542777,"GA"
"887","13","sexassault",1972,453.98052173913,140,98,4.63245430346051,"GA"
"888","13","weapons",1972,30.1982608695652,43,37,0.816169212690952,"GA"
"889","13","arson",1973,31.1979610127717,21.0138613861386,20,1.55989805063858,"GA"
"890","13","assault",1973,735.668048397939,564.372277227723,504,1.45965882618639,"GA"
"891","13","burglary",1973,2101.33363208604,1248.82376237624,1186,1.7717821518432,"GA"
"892","13","drugposs",1973,255.622003136903,347.22904290429,311,0.821935701404834,"GA"
"893","13","drugtraff",1973,134.855702442303,210.138613861386,120,1.12379752035253,"GA"
"894","13","dwi",1973,162.028120098588,326.215181518152,335,0.48366603014504,"GA"
"895","13","fraud",1973,445.828926730899,374.246864686469,372,1.19846485680349,"GA"
"896","13","homicide",1973,1624.30674434237,494.326072607261,332,4.89249019380232,"GA"
"897","13","kidnapping",1973,73.4661662558817,40.026402640264,16,4.5916353909926,"GA"
"898","13","larceny",1973,484.071588617522,555.366336633663,516,0.938123233754887,"GA"
"899","13","mvtheft",1973,306.947680932108,195.128712871287,205,1.49730576064443,"GA"
"900","13","otherdrug",1973,4.02554335648667,7.0046204620462,5,0.805108671297334,"GA"
"901","13","otherprop",1973,108.68967062514,120.079207920792,105,1.03513972023943,"GA"
"902","13","otherviol",1973,18.11494510419,15.009900990099,11,1.64681319129,"GA"
"903","13","public_oth",1973,344.18395697961,557.367656765677,513,0.670923892747778,"GA"
"904","13","robbery",1973,1620.28120098588,781.515511551155,517,3.13400619146206,"GA"
"905","13","sexassault",1973,496.148218686982,153.10099009901,98,5.06273692537737,"GA"
"906","13","weapons",1973,36.22989020838,53.0349834983498,47,0.770848727837873,"GA"
"907","13","arson",1974,32.1997339609127,26.0115384615385,25.0085251491901,1.28755029610195,"GA"
"908","13","assault",1974,795.937173846311,549.243639053254,495.168797953964,1.60740575160455,"GA"
"909","13","burglary",1974,2163.41962549882,1707.7575443787,1328.45285592498,1.62852570631306,"GA"
"910","13","drugposs",1974,291.810089020771,385.170857988166,409.13947144075,0.713228884989236,"GA"
"911","13","drugtraff",1974,225.398137726389,326.144674556213,208.070929241262,1.08327548950885,"GA"
"912","13","dwi",1974,152.948736314335,304.134911242604,347.118329070759,0.440624200755349,"GA"
"913","13","fraud",1974,447.777550393942,389.172633136095,405.13810741688,1.10524668550418,"GA"
"914","13","homicide",1974,1787.08523483066,470.208579881657,381.129923273657,4.68891347989882,"GA"
"915","13","kidnapping",1974,97.6054435690167,65.0288461538462,18.0061381074169,5.4206761598042,"GA"
"916","13","larceny",1974,523.245676864832,593.263165680473,578.197101449275,0.904960740123557,"GA"
"917","13","mvtheft",1974,296.841297452164,221.098076923077,223.076044330776,1.33067312692711,"GA"
"918","13","otherdrug",1974,6.03745011767113,6.00266272189349,7.00238704177323,0.86219885899684,"GA"
"919","13","otherprop",1974,123.767727412258,132.058579881657,129.043989769821,0.959112684232919,"GA"
"920","13","otherviol",1974,22.1373170981275,21.0093195266272,14.0047740835465,1.58069790816087,"GA"
"921","13","public_oth",1974,388.40929090351,453.201035502959,500.170502983802,0.776553772336487,"GA"
"922","13","robbery",1974,1885.69692008595,901.399852071006,626.21346973572,3.01126853895648,"GA"
"923","13","sexassault",1974,551.42044408063,172.076331360947,120.040920716113,4.59360392098872,"GA"
"924","13","weapons",1974,42.2621508236979,40.0177514792899,52.0177323103154,0.812456617131637,"GA"
"925","13","arson",1975,33.1917885264342,29.0075648884831,20.0063603116553,1.65906181881056,"GA"
"926","13","assault",1975,849.910948631421,510.133037694013,466.148195261568,1.82326341123023,"GA"
"927","13","burglary",1975,2543.69797525309,2140.55823659841,1730.55016695818,1.46987820626096,"GA"
"928","13","drugposs",1975,267.54593175853,373.097300117386,361.114803625378,0.740888850505513,"GA"
"929","13","drugtraff",1975,343.987626546682,361.094169818704,240.076323739863,1.43282611624548,"GA"
"930","13","dwi",1975,109.633483314586,264.068866571019,295.093814596915,0.371520777093685,"GA"
"931","13","fraud",1975,431.493250843645,485.126516238424,462.146923199237,0.933671153443172,"GA"
"932","13","homicide",1975,1875.8389576303,446.116342767706,328.104309111146,5.71720305262693,"GA"
"933","13","kidnapping",1975,144.836895388076,59.0153906351898,24.0076323739863,6.03295206840204,"GA"
"934","13","larceny",1975,538.109298837645,712.185731055171,655.20830020671,0.821279734502567,"GA"
"935","13","mvtheft",1975,294.702849643795,246.064171122995,244.077595802194,1.20741458746024,"GA"
"936","13","otherdrug",1975,5.02905886764154,4.00104343289422,6.00190809349658,0.837910009500283,"GA"
"937","13","otherprop",1975,126.732283464567,190.049563062476,149.047384321832,0.850281835143911,"GA"
"938","13","otherviol",1975,29.168541432321,19.0049563062476,20.0063603116553,1.45796341653049,"GA"
"939","13","public_oth",1975,340.970191226097,487.127037954872,474.15073938623,0.719117704355939,"GA"
"940","13","robbery",1975,2161.48950131234,1124.29320464328,658.209254253458,3.28389412233941,"GA"
"941","13","sexassault",1975,603.487064116985,174.045389330899,113.035935760852,5.33889563575401,"GA"
"942","13","weapons",1975,30.1743532058493,44.0114777618364,44.0139926856416,0.685562735045686,"GA"
"943","13","arson",1976,42.2161713431845,27.0125348189415,29,1.45573004631671,"GA"
"944","13","assault",1976,893.575626764071,443.205663881151,485,1.84242397270942,"GA"
"945","13","burglary",1976,2954.12684708617,1765.81940575673,1803,1.63845083033065,"GA"
"946","13","drugposs",1976,279.430848414411,340.157845868152,321,0.870501085403151,"GA"
"947","13","drugtraff",1976,465.383031711772,287.133240482823,315,1.47740644987864,"GA"
"948","13","dwi",1976,78.401461065914,150.069637883008,163,0.480990558686589,"GA"
"949","13","fraud",1976,454.326415407604,402.186629526462,373,1.21803328527508,"GA"
"950","13","homicide",1976,1993.20637556035,419.19452181987,388,5.13712983391843,"GA"
"951","13","kidnapping",1976,179.921301676905,57.0264623955432,25,7.19685206707621,"GA"
"952","13","larceny",1976,595.046986551552,750.348189415042,628,0.947527048648969,"GA"
"953","13","mvtheft",1976,296.518346339034,213.098885793872,218,1.36017590063777,"GA"
"954","13","otherdrug",1976,3.01544081022746,3.00139275766017,3,1.00514693674249,"GA"
"955","13","otherprop",1976,167.859538435995,189.087743732591,155,1.0829647641032,"GA"
"956","13","otherviol",1976,28.1441142287896,17.0078922934076,21,1.34019591565665,"GA"
"957","13","public_oth",1976,353.811721733355,416.19312906221,421,0.840407890102982,"GA"
"958","13","robbery",1976,2628.4592395816,814.377901578459,642,4.09417327037633,"GA"
"959","13","sexassault",1976,664.402125186784,138.064066852368,108,6.15187152950726,"GA"
"960","13","weapons",1976,30.1544081022746,32.0148560817085,25,1.20617632409098,"GA"
"961","13","arson",1977,40.209931368591,35,17.0051320754717,2.36457624616689,"GA"
"962","13","assault",1977,851.445296729915,535,521.157283018868,1.6337587988751,"GA"
"963","13","burglary",1977,2916.22527250706,1945,1854.55969811321,1.57246233457676,"GA"
"964","13","drugposs",1977,298.558740411788,303,331.099924528302,0.90171793556621,"GA"
"965","13","drugtraff",1977,437.283003633428,372,358.108075471698,1.22109227237459,"GA"
"966","13","dwi",1977,65.3411384739604,153,142.042867924528,0.460009991551833,"GA"
"967","13","fraud",1977,483.524424707307,496,438.132226415094,1.10360387927549,"GA"
"968","13","homicide",1977,2024.57004440856,421,368.111094339623,5.49988868996345,"GA"
"969","13","kidnapping",1977,212.107387969318,63,41.0123773584906,5.17178963109795,"GA"
"970","13","larceny",1977,717.74727492935,663,710.214339622642,1.01060656605541,"GA"
"971","13","mvtheft",1977,291.522002422285,228,208.06279245283,1.40112510740418,"GA"
"972","13","otherdrug",1977,3.01574485264433,11,2.00060377358491,1.50741735693139,"GA"
"973","13","otherprop",1977,202.05490512717,196,181.054641509434,1.11598854049064,"GA"
"974","13","otherviol",1977,24.1259588211546,35,22.006641509434,1.09630353231374,"GA"
"975","13","public_oth",1977,348.821154622527,476,418.126188679245,0.834248521300148,"GA"
"976","13","robbery",1977,2801.62696810658,824,859.259320754717,3.26051391056872,"GA"
"977","13","sexassault",1977,694.62656439241,211,126.038037735849,5.51124546899255,"GA"
"978","13","weapons",1977,37.1941865159467,37,29.0087547169811,1.28217108520601,"GA"
"979","13","arson",1978,58.2862738953306,32.0093471593399,49,1.18951579378226,"GA"
"980","13","assault",1978,865.249686618615,538.157149116401,562,1.53959018971284,"GA"
"981","13","burglary",1978,3006.76778439361,1960.57251350957,2092,1.43726949540803,"GA"
"982","13","drugposs",1978,270.327718583516,294.085877026435,314,0.860916301221389,"GA"
"983","13","drugtraff",1978,451.216154810404,321.093763692128,389,1.15993870131209,"GA"
"984","13","dwi",1978,76.3751175180194,114.033299255148,131,0.58301616425969,"GA"
"985","13","fraud",1978,541.660372923848,469.136994304075,488,1.10995978058166,"GA"
"986","13","homicide",1978,2077.20220933877,414.120928873959,375,5.53920589157004,"GA"
"987","13","kidnapping",1978,234.150031338139,54.015773331386,53,4.41792511958752,"GA"
"988","13","larceny",1978,670.292149796302,616.179932817292,703,0.953473897292037,"GA"
"989","13","mvtheft",1978,311.530084612974,260.075945669636,273,1.14113584107316,"GA"
"990","13","otherdrug",1978,12.0592290817925,15.0043814809406,5,2.41184581635851,"GA"
"991","13","otherprop",1978,217.066123472266,217.063385424273,208,1.0435871320782,"GA"
"992","13","otherviol",1978,37.1826230021937,40.0116839491748,36,1.03285063894982,"GA"
"993","13","public_oth",1978,406.998981510498,469.136994304075,467,0.871518161692716,"GA"
"994","13","robbery",1978,2765.58320275776,777.226960712721,932,2.96736395145682,"GA"
"995","13","sexassault",1978,779.830147289251,220.064261720462,203,3.84152781915887,"GA"
"996","13","weapons",1978,45.222109056722,37.0108076529867,38,1.19005550149269,"GA"
"997","13","arson",1979,41.216790043114,36.0102871838834,26.0126767430522,1.58448861108162,"GA"
"998","13","assault",1979,841.425689416741,480.137162451779,458.223305704534,1.83627868539558,"GA"
"999","13","burglary",1979,2875.12242739771,1989.56836690956,1709.83325207216,1.6815221156293,"GA"
"1000","13","drugposs",1979,250.316602944765,334.095442206029,264.128717698684,0.947706879909685,"GA"
"1001","13","drugtraff",1979,383.014561132352,281.080297185312,302.147245246221,1.26764207570462,"GA"
"1002","13","dwi",1979,59.311966159603,84.0240034290613,89.0433934666017,0.666101816771502,"GA"
"1003","13","fraud",1979,522.749532254128,526.150307186741,461.224768405656,1.13339431891559,"GA"
"1004","13","homicide",1979,2117.13560562922,428.122303186169,304.148220380302,6.96086797082681,"GA"
"1005","13","kidnapping",1979,235.237289514358,60.0171453064724,42.0204778156997,5.59815836807236,"GA"
"1006","13","larceny",1979,583.066785975759,664.189741391627,608.296440760605,0.958524079553549,"GA"
"1007","13","mvtheft",1979,298.570405922069,252.072010287184,216.105314480741,1.38159677673581,"GA"
"1008","13","otherdrug",1979,22.1163263645977,6.00171453064724,16.0078010726475,1.38159677673581,"GA"
"1009","13","otherprop",1979,226.189701456113,217.062008858408,207.100926377377,1.09217136500854,"GA"
"1010","13","otherviol",1979,41.216790043114,29.0082868981283,26.0126767430522,1.58448861108162,"GA"
"1011","13","public_oth",1979,409.152037745058,557.159165595085,495.241345685032,0.826166961442017,"GA"
"1012","13","robbery",1979,2610.73179858456,792.226318045435,740.360799609946,3.52629663801758,"GA"
"1013","13","sexassault",1979,797.193036687546,213.060865837977,149.07264748903,5.34768148359484,"GA"
"1014","13","weapons",1979,44.2326527291955,51.0145735105015,41.0199902486592,1.07831943550112,"GA"
"1015","13","arson",1980,51.2484207321714,29.0036286286286,36.0045517764572,1.42338727198604,"GA"
"1016","13","assault",1980,863.184184488926,536.067067067067,563.071184726261,1.53299299964811,"GA"
"1017","13","burglary",1980,3155.29492351016,2280.28528528529,2281.28840561386,1.38311969488186,"GA"
"1018","13","drugposs",1980,320.553847324758,397.049674674675,385.048678720445,0.832502135548135,"GA"
"1019","13","drugtraff",1980,361.753558109445,354.044294294294,359.045391326337,1.00754268638042,"GA"
"1020","13","dwi",1980,54.2630337164168,86.0107607607608,100.012643823492,0.542561736615854,"GA"
"1021","13","fraud",1980,587.849531927848,585.073198198198,593.074977873309,0.991189232153752,"GA"
"1022","13","homicide",1980,2240.86231828906,392.049049049049,421.053230496902,5.32204043570579,"GA"
"1023","13","kidnapping",1980,253.227490676612,45.0056306306306,47.0059425970413,5.38713781037018,"GA"
"1024","13","larceny",1980,639.09795266002,704.088088088088,762.096345935011,0.838605192202982,"GA"
"1025","13","mvtheft",1980,334.622041251237,282.035285285285,286.036161335188,1.16985922230691,"GA"
"1026","13","otherdrug",1980,12.0584519369815,20.0025025025025,11.0013908205841,1.09608431639566,"GA"
"1027","13","otherprop",1980,236.144683765888,298.037287287287,256.03236818814,0.922323553998305,"GA"
"1028","13","otherviol",1980,44.2143237689322,56.007007007007,43.0054368441017,1.02811009522384,"GA"
"1029","13","public_oth",1980,471.284496537027,755.094469469469,715.090403337969,0.65905582614047,"GA"
"1030","13","robbery",1980,2661.90326508867,905.113238238238,816.103173599697,3.26172394765658,"GA"
"1031","13","sexassault",1980,861.174442499429,217.027152152152,183.023138196991,4.70527634365297,"GA"
"1032","13","weapons",1980,54.2630337164168,51.0063813813814,52.006574788216,1.04338795503049,"GA"
"1033","13","arson",1981,44.2129783693844,44.0053281666263,29.0036141575274,1.52439548151655,"GA"
"1034","13","assault",1981,836.027227348359,608.0736255752,503.062686939182,1.66187484990202,"GA"
"1035","13","burglary",1981,3154.19407048858,2473.29946718334,2485.30969591226,1.26913522112615,"GA"
"1036","13","drugposs",1981,332.602178187869,397.048074594333,404.050348953141,0.823170129786083,"GA"
"1037","13","drugtraff",1981,356.718348207533,384.046500363284,407.050722831505,0.876348642071305,"GA"
"1038","13","dwi",1981,40.1936166994403,60.0072656817631,69.0085992023928,0.582443596363374,"GA"
"1039","13","fraud",1981,579.792920889427,548.066359893437,581.07240777667,0.997798059467083,"GA"
"1040","13","homicide",1981,2211.6537588867,401.048558973117,342.042622133599,6.46601802164541,"GA"
"1041","13","kidnapping",1981,251.210104371502,72.0087188181158,51.0063559322034,4.92507452807265,"GA"
"1042","13","larceny",1981,580.797761306913,690.083555340276,736.091724825523,0.789029059448508,"GA"
"1043","13","mvtheft",1981,330.592497352897,255.030879147493,320.039880358923,1.03297281883164,"GA"
"1044","13","otherdrug",1981,21.1016487672062,26.0031484620974,17.0021186440678,1.24111878107431,"GA"
"1045","13","otherprop",1981,278.340795643624,284.034390893679,289.036016949153,0.962996925371381,"GA"
"1046","13","otherviol",1981,57.2759037967025,39.004722693146,51.0063559322034,1.12291699240056,"GA"
"1047","13","public_oth",1981,511.463772500378,763.092395253088,755.094092721834,0.677351044631724,"GA"
"1048","13","robbery",1981,2751.25306307669,909.110075078712,742.092472582253,3.7074261830243,"GA"
"1049","13","sexassault",1981,895.312811980033,253.030636958101,192.023928215354,4.66250649229477,"GA"
"1050","13","weapons",1981,53.2565421267584,52.0062969241947,51.0063559322034,1.0441157999514,"GA"
"1051","13","arson",1982,59.2806183115339,58.0161140952028,39.01768506972,1.51932689511452,"GA"
"1052","13","assault",1982,941.456599286564,717.199203556214,571.258927559234,1.64803831304491,"GA"
"1053","13","burglary",1982,3141.8727705113,3022.83959992591,2639.19623625439,1.19046576656623,"GA"
"1054","13","drugposs",1982,325.541022592152,502.139470272273,445.201791180138,0.731221277724894,"GA"
"1055","13","drugtraff",1982,333.579072532699,548.152250416744,448.203151570117,0.744258650043236,"GA"
"1056","13","dwi",1982,31.1474435196195,100.027782922763,64.0290216528738,0.486458214034284,"GA"
"1057","13","fraud",1982,546.587395957194,759.210872383775,639.289763065412,0.854991629048293,"GA"
"1058","13","homicide",1982,2270.74910820452,516.14335988146,461.209046593357,4.923470441391,"GA"
"1059","13","kidnapping",1982,272.288941736029,92.0255602889424,58.0263008729169,4.69250904572337,"GA"
"1060","13","larceny",1982,534.530321046373,905.251435451009,707.32059857159,0.755711514871529,"GA"
"1061","13","mvtheft",1982,265.25564803805,257.071402111502,239.108377734951,1.109353216942,"GA"
"1062","13","otherdrug",1982,30.1426872770511,90.0250046304871,41.0185919963723,0.734854265102931,"GA"
"1063","13","otherprop",1982,273.293697978597,461.12807927394,375.170048747308,0.728452867949145,"GA"
"1064","13","otherviol",1982,45.2140309155767,73.0202815336173,40.0181385330461,1.12983843259576,"GA"
"1065","13","public_oth",1982,519.458977407848,1122.31172439341,822.372746854098,0.63165879389241,"GA"
"1066","13","robbery",1982,2918.81688466112,1138.31616966105,962.43623171976,3.03273795028013,"GA"
"1067","13","sexassault",1982,956.527942925089,331.091961474347,207.093866908514,4.61881347431524,"GA"
"1068","13","weapons",1982,54.256837098692,107.029727727357,65.0294751162,0.834342227147636,"GA"
"1069","13","arson",1983,78.3184086049375,69.0415198143213,63.028901734104,1.24257930013336,"GA"
"1070","13","assault",1983,1087.42098101471,738.444081492306,643.294981190935,1.69039245262191,"GA"
"1071","13","burglary",1983,3525.33246938379,3108.86959511734,3057.40196348289,1.15304840890723,"GA"
"1072","13","drugposs",1983,382.555303570272,515.309894266311,524.240389026516,0.729732602786776,"GA"
"1073","13","drugtraff",1983,433.763493811961,565.339981088283,581.266538214515,0.746238541692696,"GA"
"1074","13","dwi",1983,67.2735048273181,134.080632682885,122.055968437471,0.551169317556003,"GA"
"1075","13","fraud",1983,666.71055530357,853.513281182842,756.346820809249,0.881487879581787,"GA"
"1076","13","homicide",1983,2324.45020410808,593.356829708588,451.20689971557,5.1516282343496,"GA"
"1077","13","kidnapping",1983,306.245059288538,76.0457319693974,60.0275254610515,5.10174385727832,"GA"
"1078","13","larceny",1983,732.979977969287,989.595117338606,946.433984769245,0.774464980933666,"GA"
"1079","13","mvtheft",1983,283.151169571697,236.142009799708,279.127993393889,1.01441337405428,"GA"
"1080","13","otherdrug",1983,79.3224907665392,179.10771082266,127.058262225892,0.624300138982813,"GA"
"1081","13","otherprop",1983,359.461413853431,538.323734204418,519.238095238095,0.692286288602536,"GA"
"1082","13","otherviol",1983,78.3184086049375,89.0535545431101,82.0376181301037,0.954664584248803,"GA"
"1083","13","public_oth",1983,820.33512602864,1310.78827473567,1325.60785393155,0.618836953625199,"GA"
"1084","13","robbery",1983,3093.57713989503,1074.64626493596,959.439948619139,3.22435723501759,"GA"
"1085","13","sexassault",1983,1080.3924058835,392.23588068426,282.129369666942,3.82942196751411,"GA"
"1086","13","weapons",1983,96.3918875137692,176.105905613341,124.05688595284,0.776997477999026,"GA"
"1087","13","arson",1984,84.3377249953609,56.0093912460171,70.0305276929786,1.20429943588468,"GA"
"1088","13","assault",1984,1182.73619100637,844.141539493544,738.321849105975,1.60192494972014,"GA"
"1089","13","burglary",1984,3576.32114801757,2939.49287271508,3132.36546009594,1.14173176584192,"GA"
"1090","13","drugposs",1984,373.49563926517,453.075968472246,468.204099433057,0.797719711803958,"GA"
"1091","13","drugtraff",1984,417.672542834168,595.099781988932,522.227649367641,0.79979017453389,"GA"
"1092","13","dwi",1984,79.3176223170656,208.034881770921,187.081552551243,0.423973509068137,"GA"
