"rownum","STATE_CODE","ppf_cat","year","nt","e","x","l","state"
"6085","37","drugposs",2011,687,1576,1656,0.414855072463768,"NC"
"6086","37","drugtraff",2011,5228,2994,3322,1.5737507525587,"NC"
"6087","37","dwi",2011,1565,3286,3354,0.466607036374478,"NC"
"6088","37","fraud",2011,1394,1603,1611,0.865301055245189,"NC"
"6089","37","homicide",2011,6555,635,572,11.4597902097902,"NC"
"6090","37","kidnapping",2011,858,235,270,3.17777777777778,"NC"
"6091","37","larceny",2011,1476,2773,2747,0.537313432835821,"NC"
"6092","37","mvtheft",2011,121,130,146,0.828767123287671,"NC"
"6093","37","otherdrug",2011,199,699,746,0.266756032171582,"NC"
"6094","37","otherprop",2011,406,726,718,0.565459610027855,"NC"
"6095","37","otherviol",2011,331,416,422,0.78436018957346,"NC"
"6096","37","public_oth",2011,5946,3069,3097,1.91992250565063,"NC"
"6097","37","robbery",2011,4759,1362,1555,3.0604501607717,"NC"
"6098","37","sexassault",2011,4700,862,822,5.71776155717762,"NC"
"6099","37","weapons",2011,1135,957,903,1.25692137320044,"NC"
"6100","37","arson",2012,133,85,90,1.47777777777778,"NC"
"6101","37","assault",2012,1584,1058,1365,1.16043956043956,"NC"
"6102","37","burglary",2012,2983,2466,2574,1.15889665889666,"NC"
"6103","37","drugposs",2012,607,1179,1322,0.459152798789713,"NC"
"6104","37","drugtraff",2012,4900,2882,3216,1.52363184079602,"NC"
"6105","37","dwi",2012,1497,2552,2784,0.537715517241379,"NC"
"6106","37","fraud",2012,1386,1417,1538,0.901170351105332,"NC"
"6107","37","homicide",2012,6618,609,587,11.2742759795571,"NC"
"6108","37","kidnapping",2012,823,232,270,3.04814814814815,"NC"
"6109","37","larceny",2012,1502,1751,2013,0.746150024838549,"NC"
"6110","37","mvtheft",2012,105,129,131,0.801526717557252,"NC"
"6111","37","otherdrug",2012,152,202,277,0.548736462093863,"NC"
"6112","37","otherprop",2012,414,412,517,0.800773694390716,"NC"
"6113","37","otherviol",2012,325,228,280,1.16071428571429,"NC"
"6114","37","public_oth",2012,5918,1739,1909,3.10005238344683,"NC"
"6115","37","robbery",2012,4566,1401,1686,2.70818505338078,"NC"
"6116","37","sexassault",2012,4740,798,791,5.99241466498104,"NC"
"6117","37","weapons",2012,1189,840,945,1.25820105820106,"NC"
"6118","37","arson",2013,128,93.25087913676,95.1583936737805,1.34512569052822,"NC"
"6119","37","assault",2013,1277,1199.22635965124,1219.02910632622,1.04755497089687,"NC"
"6120","37","burglary",2013,2875,2705.27819259117,2567.27329458841,1.11986519162578,"NC"
"6121","37","drugposs",2013,464,1161.12384989643,1125.8740472561,0.412124252380476,"NC"
"6122","37","drugtraff",2013,4566,2946.92832024664,3009.00857469512,1.51744333279696,"NC"
"6123","37","dwi",2013,1265,2391.43383592659,2456.08822408537,0.51504664514691,"NC"
"6124","37","fraud",2013,1265,1555.18401657113,1584.6376714939,0.798289743299762,"NC"
"6125","37","homicide",2013,6640,607.634760826629,579.965367759146,11.4489594881423,"NC"
"6126","37","kidnapping",2013,785,239.644732405222,256.426829268293,3.06130213534979,"NC"
"6127","37","larceny",2013,1240,1971.3035309986,1909.17787728659,0.649494221964455,"NC"
"6128","37","mvtheft",2013,103,100.269762512645,109.18173589939,0.943381227194568,"NC"
"6129","37","otherdrug",2013,77,173.466689146876,194.323456554878,0.396246553890702,"NC"
"6130","37","otherprop",2013,309,408.097933426466,422.703601371951,0.731008676048871,"NC"
"6131","37","otherviol",2013,273,247.666313406233,235.391815929878,1.15976844361201,"NC"
"6132","37","public_oth",2013,5748,1801.84763235223,1728.87776295732,3.32470005870618,"NC"
"6133","37","robbery",2013,4281,1361.66337492172,1661.76605373476,2.57617490162265,"NC"
"6134","37","sexassault",2013,4747,847.279493231851,898.495569740854,5.28327591127594,"NC"
"6135","37","weapons",2013,1084,1003.70032275158,973.620617378049,1.11337001358825,"NC"
"6136","37","arson",2014,126.071718978696,84.1056936143441,93.0818365339821,1.35441804409037,"NC"
"6137","37","assault",2014,1256.71491299398,1026.28971374646,1186.04275583622,1.05958651727351,"NC"
"6138","37","burglary",2014,3011.71328671329,2621.29411764706,2637.31870179616,1.14196031168404,"NC"
"6139","37","drugposs",2014,498.283460725321,886.113557722554,948.834204668979,0.525153349524492,"NC"
"6140","37","drugtraff",2014,4503.56196129452,2942.69801824473,2857.51229359698,1.57604289975793,"NC"
"6141","37","dwi",2014,1198.68189949585,1899.38691412394,1914.68336870438,0.626047062970505,"NC"
"6142","37","fraud",2014,1234.70239063262,1327.66844919786,1347.18442983591,0.916505834901172,"NC"
"6143","37","homicide",2014,6670.79484469019,626.787669078327,556.489259278431,11.9872840912327,"NC"
"6144","37","kidnapping",2014,768.437144251098,240.301981755269,253.222630570941,3.03463060358588,"NC"
"6145","37","larceny",2014,1300.7399577167,1708.14658697704,1741.53113515192,0.74689446054792,"NC"
"6146","37","mvtheft",2014,94.0535046349,104.130858760617,100.087996273099,0.939708138209367,"NC"
"6147","37","otherdrug",2014,56.0318751016425,95.119534444794,107.094156012216,0.523201985879147,"NC"
"6148","37","otherprop",2014,294.167344283623,348.43787354514,343.30182721673,0.85687672177146,"NC"
"6149","37","otherviol",2014,285.162221499431,218.274300094369,221.194471763549,1.28919235289145,"NC"
"6150","37","public_oth",2014,5822.31216457961,1848.32274300094,1733.52409545008,3.35865661161633,"NC"
"6151","37","robbery",2014,3982.2654090096,1318.65712488204,1602.40882033232,2.48517441896241,"NC"
"6152","37","sexassault",2014,4697.67238575378,867.089650833595,757.66613178736,6.2001879042314,"NC"
"6153","37","weapons",2014,1113.63351764515,935.175212330922,934.821885190745,1.1912788257176,"NC"
"6154","37","arson",2015,117.089388523561,NA,NA,NA,"NC"
"6155","37","assault",2015,1096.83734890447,NA,NA,NA,"NC"
"6156","37","burglary",2015,2995.28666539333,NA,NA,NA,"NC"
"6157","37","drugposs",2015,435.332341946574,NA,NA,NA,"NC"
"6158","37","drugtraff",2015,4588.50296051734,NA,NA,NA,"NC"
"6159","37","dwi",2015,1182.90305328931,NA,NA,NA,"NC"
"6160","37","fraud",2015,1214.92750143251,NA,NA,NA,"NC"
"6161","37","homicide",2015,6742.14709814729,NA,NA,NA,"NC"
"6162","37","kidnapping",2015,755.576823378537,NA,NA,NA,"NC"
"6163","37","larceny",2015,1266.9672296652,NA,NA,NA,"NC"
"6164","37","mvtheft",2015,98.0748724385386,NA,NA,NA,"NC"
"6165","37","otherdrug",2015,44.0336161968949,NA,NA,NA,"NC"
"6166","37","otherprop",2015,299.22843733799,NA,NA,NA,"NC"
"6167","37","otherviol",2015,282.215449261917,NA,NA,NA,"NC"
"6168","37","public_oth",2015,5937.53283854948,NA,NA,NA,"NC"
"6169","37","robbery",2015,3698.82376053917,NA,NA,NA,"NC"
"6170","37","sexassault",2015,4807.67027749734,NA,NA,NA,"NC"
"6171","37","weapons",2015,1113.85033698055,NA,NA,NA,"NC"
"6172","38","assault",2002,63.9266227657573,39.239263803681,48.0296391752577,1.33098278195454,"ND"
"6173","38","burglary",2002,108.989651928504,56.3435582822086,81.7525773195876,1.33316472094135,"ND"
"6174","38","drugposs",2002,81.7422389463782,97.5950920245399,96.0592783505155,0.850956204856181,"ND"
"6175","38","drugtraff",2002,172.916274694262,111.680981595092,146.132731958763,1.18328229669351,"ND"
"6176","38","dwi",2002,31.4393226716839,40.2453987730061,35.7667525773196,0.879009706115176,"ND"
"6177","38","fraud",2002,54.4948259642521,47.2883435582822,35.7667525773196,1.52361682393297,"ND"
"6178","38","homicide",2002,105.845719661336,11.0674846625767,12.2628865979381,8.6313869753254,"ND"
"6179","38","larceny",2002,74.4063969896519,72.441717791411,74.5992268041237,0.997415123148956,"ND"
"6180","38","otherdrug",2002,15.719661335842,80.4907975460123,23.5038659793814,0.668811732913721,"ND"
"6181","38","otherprop",2002,67.0705550329257,60.3680981595092,58.2487113402062,1.1514513109345,"ND"
"6182","38","otherviol",2002,67.0705550329257,53.3251533742331,60.2925257731959,1.11241906310621,"ND"
"6183","38","public_oth",2002,79.6462841015992,78.478527607362,62.3363402061856,1.27768623948982,"ND"
"6184","38","robbery",2002,36.6792097836312,15.0920245398773,14.3067010309278,2.5637783095026,"ND"
"6185","38","sexassault",2002,140.428974600188,46.2822085889571,30.6572164948454,4.58061724631131,"ND"
"6186","38","weapons",2002,13.623706491063,10.0613496932515,13.284793814433,1.02551132380104,"ND"
"6187","38","assault",2003,54.8756805807622,46.6591606960082,38.5296167247387,1.42424672876458,"ND"
"6188","38","burglary",2003,82.8312159709619,87.2323439099283,56.780487804878,1.45879718849203,"ND"
"6189","38","drugposs",2003,83.8666061705989,90.2753326509724,84.1567944250871,0.996551814307204,"ND"
"6190","38","drugtraff",2003,137.706896551724,184.607983623337,104.435540069686,1.31858270144279,"ND"
"6191","38","dwi",2003,36.2386569872958,46.6591606960082,42.5853658536585,0.850965026620349,"ND"
"6192","38","fraud",2003,66.2649727767695,58.8311156601842,56.780487804878,1.16703775079362,"ND"
"6193","38","homicide",2003,103.539019963702,12.171954964176,11.1533101045296,9.28325483585836,"ND"
"6194","38","larceny",2003,72.4773139745917,91.2896622313204,92.2682926829268,0.785506178418783,"ND"
"6195","38","otherdrug",2003,74.5480943738657,75.0603889457523,107.477351916376,0.693616776415077,"ND"
"6196","38","otherprop",2003,69.3711433756806,62.8884339815763,69.9616724738676,0.991559248409798,"ND"
"6197","38","otherviol",2003,60.0526315789474,62.8884339815763,46.6411149825784,1.28754708375601,"ND"
"6198","38","public_oth",2003,96.2912885662432,93.3183213920164,98.3519163763066,0.9790484223797,"ND"
"6199","38","robbery",2003,37.2740471869328,20.2865916069601,16.2229965156794,2.29760557187494,"ND"
"6200","38","sexassault",2003,155.308529945554,51.7308085977482,36.5017421602787,4.25482513310174,"ND"
"6201","38","weapons",2003,10.3539019963702,7.10030706243603,11.1533101045296,0.928325483585835,"ND"
"6202","38","assault",2004,63.0533661740558,45.3654822335025,45.3969128996692,1.38893510916499,"ND"
"6203","38","burglary",2004,113.702791461412,84.6822335025381,91.8026460859978,1.23855679884106,"ND"
"6204","38","drugposs",2004,89.9285714285714,112.909644670051,104.917309812569,0.857137602834324,"ND"
"6205","38","drugtraff",2004,219.136288998358,197.591878172589,160.402425578831,1.3661656811459,"ND"
"6206","38","dwi",2004,40.3128078817734,32.2598984771574,41.361631753032,0.974642589597987,"ND"
"6207","38","fraud",2004,68.2216748768473,76.6172588832487,70.6174200661521,0.966074303096026,"ND"
"6208","38","homicide",2004,104.399835796388,10.0812182741117,9.07938257993385,11.4985611496446,"ND"
"6209","38","larceny",2004,71.3226600985222,65.5279187817259,64.5644983461962,1.10467303123906,"ND"
"6210","38","otherdrug",2004,41.3464696223317,75.6091370558376,63.5556780595369,0.65055508625995,"ND"
"6211","38","otherprop",2004,62.0197044334975,60.48730964467,58.5115766262404,1.05995613192354,"ND"
"6212","38","otherviol",2004,76.4909688013136,75.6091370558376,52.4586549062845,1.45811914045379,"ND"
"6213","38","public_oth",2004,90.9622331691297,93.7553299492386,89.7850055126792,1.01311162871493,"ND"
"6214","38","robbery",2004,41.3464696223317,16.1299492385787,12.1058434399118,3.41541420286474,"ND"
"6215","38","sexassault",2004,170.554187192118,42.341116751269,47.4145534729879,3.59708517110223,"ND"
"6216","38","weapons",2004,6.20197044334975,4.03248730964467,3.02646085997795,2.04924852171884,"ND"
"6217","38","assault",2005,62.9297839506173,51.7854889589905,33.2104144527099,1.89488101812841,"ND"
"6218","38","burglary",2005,106.258487654321,73.3627760252366,95.605738575983,1.11142374126289,"ND"
"6219","38","drugposs",2005,98.0054012345679,122.990536277603,107.682252922423,0.910135129742999,"ND"
"6220","38","drugtraff",2005,256.877314814815,222.246056782334,194.230605738576,1.32253778356928,"ND"
"6221","38","dwi",2005,30.9490740740741,34.5236593059937,30.1912858660999,1.02509956718422,"ND"
"6222","38","fraud",2005,74.2777777777778,58.2586750788644,65.4144527098831,1.13549490518867,"ND"
"6223","38","homicide",2005,105.226851851852,11.8675078864353,11.0701381509033,9.50546871389004,"ND"
"6224","38","larceny",2005,72.2145061728395,70.1261829652997,70.4463336875664,1.02509956718422,"ND"
"6225","38","otherdrug",2005,53.6450617283951,103.570977917981,67.4272051009564,0.795599664083276,"ND"
"6226","38","otherprop",2005,63.9614197530864,45.3123028391167,56.3570669500531,1.13493166366824,"ND"
"6227","38","otherviol",2005,100.068672839506,61.4952681388013,65.4144527098831,1.5297639694903,"ND"
"6228","38","public_oth",2005,94.9104938271605,90.6246056782334,87.5547290116897,1.0840133354132,"ND"
"6229","38","robbery",2005,45.391975308642,6.47318611987382,15.0956429330499,3.00695873040705,"ND"
"6230","38","sexassault",2005,165.061728395062,56.1009463722397,43.2741764080765,3.81432397091803,"ND"
"6231","38","weapons",2005,7.22145061728395,17.2618296529968,4.02550478214665,1.79392424257239,"ND"
"6232","38","assault",2006,82.4012251148545,56.5308056872038,54.3083333333333,1.51728510262123,"ND"
"6233","38","burglary",2006,82.4012251148545,57.5402843601896,69.825,1.18011063537207,"ND"
"6234","38","drugposs",2006,110.591117917305,122.14691943128,110.833333333333,0.997814597750118,"ND"
"6235","38","drugtraff",2006,284.067381316998,180.696682464455,193.958333333333,1.46457940958281,"ND"
"6236","38","dwi",2006,34.6952526799387,28.2654028436019,36.575,0.948605678193814,"ND"
"6237","38","fraud",2006,66.1378254211332,69.654028436019,74.2583333333333,0.890645163341487,"ND"
"6238","38","homicide",2006,110.591117917305,17.1611374407583,8.86666666666667,12.4726824718765,"ND"
"6239","38","larceny",2006,70.4747320061256,84.7962085308057,77.5833333333333,0.90837463380613,"ND"
"6240","38","otherdrug",2006,87.8223583460949,133.251184834123,133,0.660318483805225,"ND"
"6241","38","otherprop",2006,52.0428790199081,55.521327014218,58.7416666666667,0.885961906992336,"ND"
"6242","38","otherviol",2006,96.4961715160796,77.7298578199052,67.6083333333333,1.4272822115037,"ND"
"6243","38","public_oth",2006,96.4961715160796,92.8720379146919,106.4,0.906918905226312,"ND"
"6244","38","robbery",2006,37.947932618683,13.1232227488152,14.4083333333333,2.63374893825446,"ND"
"6245","38","sexassault",2006,183.234303215927,61.5781990521327,36.575,5.00982373796108,"ND"
"6246","38","weapons",2006,20.6003062787136,14.1327014218009,21.0583333333333,0.978249605637371,"ND"
"6247","38","assault",2007,83.9478943611706,71.9678675754625,58.3476523476523,1.43875359133534,"ND"
"6248","38","burglary",2007,70.7994289793005,75.0087633885102,56.3356643356643,1.25674259484111,"ND"
"6249","38","drugposs",2007,124.404710920771,116.567672833496,127.761238761239,0.973728120727284,"ND"
"6250","38","drugtraff",2007,269.037830121342,156.099318403116,186.108891108891,1.44559364422804,"ND"
"6251","38","dwi",2007,27.3083511777302,22.2999026290166,27.1618381618382,1.00539407587289,"ND"
"6252","38","fraud",2007,63.7194860813704,82.1041869522882,71.4255744255744,0.892110236337914,"ND"
"6253","38","homicide",2007,112.267665952891,17.2317429406037,10.0599400599401,11.159874242189,"ND"
"6254","38","larceny",2007,79.9022127052106,78.0496592015579,69.4135864135864,1.15110336223128,"ND"
"6255","38","otherdrug",2007,94.0620985010707,99.3359298928919,104.623376623377,0.89905431784787,"ND"
"6256","38","otherprop",2007,50.5710206995004,47.6407010710808,50.2997002997003,1.00539407587289,"ND"
"6257","38","otherviol",2007,106.199143468951,86.1587147030185,85.5094905094905,1.24195738784298,"ND"
"6258","38","public_oth",2007,85.9707351891506,120.622200584226,77.4615384615385,1.1098506032363,"ND"
"6259","38","robbery",2007,35.3997144896503,8.10905550146057,17.1018981018981,2.0699289797383,"ND"
"6260","38","sexassault",2007,199.249821556031,56.763388510224,54.3236763236763,3.66782653605479,"ND"
"6261","38","weapons",2007,14.1598857958601,3.04089581304771,11.0659340659341,1.27959246020186,"ND"
"6262","38","assault",2008,97.614576033637,97.7238805970149,61.7058823529412,1.58193307204178,"ND"
"6263","38","burglary",2008,89.4800280308339,73.544776119403,76.8794599807136,1.16390031945179,"ND"
"6264","38","drugposs",2008,112.866853538893,79.589552238806,110.261330761813,1.02363043107749,"ND"
"6265","38","drugtraff",2008,238.952347582341,168.246268656716,192.198649951784,1.24325715941442,"ND"
"6266","38","dwi",2008,22.3700070077085,32.2388059701493,28.3240115718419,0.789789502485146,"ND"
"6267","38","fraud",2008,74.2277505255781,74.5522388059701,75.8678881388621,0.978381662472507,"ND"
"6268","38","homicide",2008,119.984583041345,16.1194029850746,10.1157184185149,11.8612023464133,"ND"
"6269","38","larceny",2008,88.4632095304835,87.6492537313433,78.9026036644166,1.12116971331807,"ND"
"6270","38","otherdrug",2008,88.4632095304835,75.5597014925373,90.029893924783,0.982598175716964,"ND"
"6271","38","otherprop",2008,47.7904695164681,58.4328358208955,47.5438765670202,1.00518663952655,"ND"
"6272","38","otherviol",2008,106.76594253679,101.753731343284,103.180327868852,1.0347509524538,"ND"
"6273","38","public_oth",2008,129.135949544499,130.970149253731,115.31918997107,1.11981318613923,"ND"
"6274","38","robbery",2008,26.43728100911,13.0970149253731,2.02314368370299,13.0674263138451,"ND"
"6275","38","sexassault",2008,202.346881569727,62.4626865671642,50.5785920925747,4.00064282531566,"ND"
"6276","38","weapons",2008,6.10091100210231,8.05970149253731,6.06943105110897,1.00518663952655,"ND"
"6277","38","assault",2009,133.805745554036,76.5135135135135,79.7145728643216,1.67856065391933,"ND"
"6278","38","burglary",2009,86.1627906976744,69.4662162162162,74.6693467336683,1.15392452816014,"ND"
"6279","38","drugposs",2009,82.1080711354309,65.4391891891892,79.7145728643216,1.03002585581413,"ND"
"6280","38","drugtraff",2009,214.900136798906,190.277027027027,168.510552763819,1.27529186317551,"ND"
"6281","38","dwi",2009,26.3556771545828,20.1351351351351,26.235175879397,1.00459311863354,"ND"
"6282","38","fraud",2009,72.984952120383,56.3783783783784,56.5065326633166,1.2916197239574,"ND"
"6283","38","homicide",2009,125.696306429549,11.0743243243243,9.08140703517588,13.8410607456176,"ND"
"6284","38","larceny",2009,97.313269493844,87.5878378378378,84.7597989949749,1.14810642129547,"ND"
"6285","38","otherdrug",2009,73.9986320109439,83.5608108108108,72.651256281407,1.01854580083678,"ND"
"6286","38","otherprop",2009,58.7934336525308,75.5067567567568,53.4793969849246,1.09936605435368,"ND"
"6287","38","otherviol",2009,105.422708618331,107.722972972973,99.8954773869347,1.05533014482715,"ND"
"6288","38","public_oth",2009,144.956224350205,122.824324324324,123.10351758794,1.1775148849557,"ND"
"6289","38","robbery",2009,37.5061559507524,13.0878378378378,16.1447236180905,2.32312158684005,"ND"
"6290","38","sexassault",2009,213.886456908345,55.3716216216216,51.4613065326633,4.15625780454267,"ND"
"6291","38","weapons",2009,8.109439124487,8.05405405405405,8.07236180904523,1.00459311863354,"ND"
"6292","38","assault",2010,130.544910179641,99.0758483033932,74.5896414342629,1.75017479196079,"ND"
"6293","38","burglary",2010,80.9580838323353,61.6696606786427,60.4780876494024,1.33863498299843,"ND"
"6294","38","drugposs",2010,67.8023952095808,75.8233532934132,68.5418326693227,0.989211880818693,"ND"
"6295","38","drugtraff",2010,236.802395209581,162.76746506986,168.330677290837,1.40676909889955,"ND"
"6296","38","dwi",2010,20.2395209580838,27.2964071856287,17.1354581673307,1.18114851441038,"ND"
"6297","38","fraud",2010,72.8622754491018,54.5928143712575,73.5816733067729,0.990223138108428,"ND"
"6298","38","homicide",2010,127.508982035928,14.1536926147705,5.0398406374502,25.3002011786704,"ND"
"6299","38","larceny",2010,100.185628742515,95.0319361277445,89.7091633466136,1.11678255604082,"ND"
"6300","38","otherdrug",2010,85.0059880239521,58.6367265469062,102.812749003984,0.826803960087266,"ND"
"6301","38","otherprop",2010,80.9580838323353,73.8013972055888,87.6932270916335,0.923196539998917,"ND"
"6302","38","otherviol",2010,113.341317365269,75.8233532934132,85.6772908366534,1.32288633613963,"ND"
"6303","38","public_oth",2010,144.712574850299,125.36127744511,111.884462151394,1.2934108281674,"ND"
"6304","38","robbery",2010,34.4071856287425,21.2305389221557,10.0796812749004,3.413519206646,"ND"
"6305","38","sexassault",2010,217.574850299401,61.6696606786427,48.3824701195219,4.49697689601035,"ND"
"6306","38","weapons",2010,8.09580838323353,6.06586826347305,8.06374501992032,1.00397623724882,"ND"
"6307","38","assault",2011,155.140572951366,95.9873150105708,83.5775347912525,1.85624729586548,"ND"
"6308","38","burglary",2011,82.1332445036642,75.5644820295983,76.5288270377734,1.07323276316681,"ND"
"6309","38","drugposs",2011,75.035309793471,82.7124735729387,88.6123260437376,0.846781854664721,"ND"
"6310","38","drugtraff",2011,231.189873417722,154.192389006342,153.057654075547,1.51047574075329,"ND"
"6311","38","dwi",2011,30.4197201865423,22.4651162790698,28.1948310139165,1.0789112433952,"ND"
"6312","38","fraud",2011,53.7415056628914,32.676532769556,53.3687872763419,1.00698382716886,"ND"
"6313","38","homicide",2011,136.88874083944,16.338266384778,10.0695825049702,13.5942816667795,"ND"
"6314","38","larceny",2011,105.455029980013,81.6913319238901,109.758449304175,0.960791908491386,"ND"
"6315","38","otherdrug",2011,40.5596269153897,42.8879492600423,54.375745526839,0.745913946051005,"ND"
"6316","38","otherprop",2011,66.9233844103931,72.5010570824524,64.4453280318091,1.03845207176788,"ND"
"6317","38","otherviol",2011,103.427048634244,89.8604651162791,81.5636182902584,1.26805370828671,"ND"
"6318","38","public_oth",2011,158.18254497002,115.389006342495,130.904572564612,1.20838059260263,"ND"
"6319","38","robbery",2011,45.6295802798135,11.2325581395349,19.1322067594433,2.38496169592624,"ND"
"6320","38","sexassault",2011,231.189873417722,61.2684989429175,50.3479125248509,4.59184625188999,"ND"
"6321","38","weapons",2011,6.08394403730846,11.2325581395349,9.06262425447316,0.671322551445905,"ND"
"6322","38","assault",2012,167.869535045108,112.060816681147,109.332701421801,1.53540096295137,"ND"
"6323","38","burglary",2012,80.8639833448994,64.611642050391,69.4824644549763,1.16380419116104,"ND"
"6324","38","drugposs",2012,68.5808466342818,107.01303214596,89.9184834123223,0.762700215035917,"ND"
"6325","38","drugtraff",2012,232.35600277585,208.978279756733,191.076777251185,1.21603475900371,"ND"
"6326","38","dwi",2012,24.5662734212353,33.3153779322328,29.6322274881517,0.829039039709654,"ND"
"6327","38","fraud",2012,32.7550312283137,42.4013900955691,25.5450236966825,1.28224704808426,"ND"
"6328","38","homicide",2012,144.326856349757,22.2102519548219,13.2834123222749,10.8651943377333,"ND"
"6329","38","larceny",2012,76.7696044413602,127.204170286707,101.158293838863,0.758905686602903,"ND"
"6330","38","otherdrug",2012,28.6606523247745,54.5160729800174,55.1772511848341,0.519428781052653,"ND"
"6331","38","otherprop",2012,74.7224149895906,67.640312771503,87.8748815165877,0.850327348384369,"ND"
"6332","38","otherviol",2012,111.571825121443,112.060816681147,102.18009478673,1.09191350188426,"ND"
"6333","38","public_oth",2012,142.279666897988,125.185056472632,124.65971563981,1.14134438834345,"ND"
"6334","38","robbery",2012,37.8730048577377,16.1529105125977,13.2834123222749,2.8511502872066,"ND"
"6335","38","sexassault",2012,243.615544760583,64.611642050391,60.2862559241706,4.04097983903675,"ND"
"6336","38","weapons",2012,8.18875780707842,4.03822762814944,5.10900473933649,1.60280881010533,"ND"
"6337","38","assault",2013,170.404684450228,113.111662531017,108.439865433137,1.57142102463505,"ND"
"6338","38","burglary",2013,76.0735198438517,79.7841191066997,76.0092514718251,1.00084553354733,"ND"
"6339","38","drugposs",2013,86.2166558230319,130.280397022332,116.547518923465,0.739755394361067,"ND"
"6340","38","drugtraff",2013,250.535458685751,194.915632754342,212.82590412111,1.17718498469614,"ND"
"6341","38","dwi",2013,28.4007807417046,37.3672456575682,30.40370058873,0.934122497977505,"ND"
"6342","38","fraud",2013,49.7013662979831,35.3473945409429,37.497897392767,1.32544408496808,"ND"
"6343","38","homicide",2013,152.147039687703,19.1885856079404,29.390243902439,5.17678724248617,"ND"
"6344","38","larceny",2013,103.459986987638,123.210918114144,123.641715727502,0.836772495260879,"ND"
"6345","38","otherdrug",2013,28.4007807417046,74.7344913151365,56.753574432296,0.500422766773663,"ND"
"6346","38","otherprop",2013,54.7729342875732,69.6848635235732,71.9554247266611,0.761206462134586,"ND"
"6347","38","otherviol",2013,121.717631750163,120.181141439206,119.587888982338,1.01780901716677,"ND"
"6348","38","public_oth",2013,143.018217306441,128.260545905707,139.857022708158,1.02260304514618,"ND"
"6349","38","robbery",2013,40.5725439167209,28.2779156327543,12.161480235492,3.33615177849109,"ND"
"6350","38","sexassault",2013,246.478204294079,60.5955334987593,65.8746846089151,3.7416225331077,"ND"
"6351","38","weapons",2013,7.10019518542615,6.05955334987593,4.053826745164,1.75147968370782,"ND"
"6352","38","assault",2014,175,109.411764705882,107.945381526104,1.62119024941961,"ND"
"6353","38","burglary",2014,79.9132947976879,72.9411764705882,73.6449799196787,1.08511530432686,"ND"
"6354","38","drugposs",2014,100.14450867052,176.274509803922,139.219277108434,0.71932932529538,"ND"
"6355","38","drugtraff",2014,232.658959537572,219.83660130719,211.855421686747,1.09819686314937,"ND"
"6356","38","dwi",2014,35.4046242774566,138.790849673203,95.8393574297189,0.369416336116607,"ND"
"6357","38","fraud",2014,47.5433526011561,41.5359477124183,46.4064257028112,1.02449934208736,"ND"
"6358","38","homicide",2014,141.618497109827,21.2745098039216,16.1413654618474,8.77363798276942,"ND"
"6359","38","larceny",2014,103.179190751445,143.856209150327,130.139759036145,0.792833731333316,"ND"
"6360","38","otherdrug",2014,46.5317919075145,81.0457516339869,68.6008032128514,0.678298062533434,"ND"
"6361","38","otherprop",2014,52.6011560693642,57.7450980392157,69.6096385542169,0.755659089199187,"ND"
"6362","38","otherviol",2014,122.398843930636,128.660130718954,116.016064257028,1.05501634376656,"ND"
"6363","38","public_oth",2014,131.50289017341,103.333333333333,108.95421686747,1.20695548969315,"ND"
"6364","38","robbery",2014,56.6473988439306,22.2875816993464,20.1767068273092,2.80756415448621,"ND"
"6365","38","sexassault",2014,240.751445086705,72.9411764705882,45.3975903614458,5.30317673625173,"ND"
"6366","38","weapons",2014,9.10404624277457,5.06535947712418,6.05301204819277,1.50405222561761,"ND"
"6367","38","assault",2015,176.575488454707,NA,NA,NA,"ND"
"6368","38","burglary",2015,79.1545293072824,NA,NA,NA,"ND"
"6369","38","drugposs",2015,136.998223801066,NA,NA,NA,"ND"
"6370","38","drugtraff",2015,240.507992895204,NA,NA,NA,"ND"
"6371","38","dwi",2015,78.1397276494967,NA,NA,NA,"ND"
"6372","38","fraud",2015,42.6216696269982,NA,NA,NA,"ND"
"6373","38","homicide",2015,147.146240378922,NA,NA,NA,"ND"
"6374","38","larceny",2015,116.702190645352,NA,NA,NA,"ND"
"6375","38","otherdrug",2015,58.858496151569,NA,NA,NA,"ND"
"6376","38","otherprop",2015,40.5920663114269,NA,NA,NA,"ND"
"6377","38","otherviol",2015,134.968620485494,NA,NA,NA,"ND"
"6378","38","public_oth",2015,125.835405565423,NA,NA,NA,"ND"
"6379","38","robbery",2015,58.858496151569,NA,NA,NA,"ND"
"6380","38","sexassault",2015,268.922439313203,NA,NA,NA,"ND"
"6381","38","weapons",2015,8.11841326228538,NA,NA,NA,"ND"
"6382","39","arson",2009,318.519941605839,153.023381088825,137.410037987798,2.31802527872181,"OH"
"6383","39","assault",2009,4820.86943065693,2715.41489971347,2588.72487625187,1.86225638532779,"OH"
"6384","39","burglary",2009,5141.39264233577,2564.39182425979,2277.7970530678,2.25717766884069,"OH"
"6385","39","drugposs",2009,3871.31941605839,3258.49787965616,3757.21169563716,1.03037031971175,"OH"
"6386","39","drugtraff",2009,4685.64870072993,3273.50017191977,3138.36502820306,1.493022213357,"OH"
"6387","39","dwi",2009,575.940145985402,446.068156638013,421.257050765512,1.36719408004875,"OH"
"6388","39","fraud",2009,848.384875912409,827.126380133715,924.759525728099,0.917411340255665,"OH"
