"","STATE_CODE","ppf_cat","year","nt","e","x","l","state"
"9138","53","otherprop",2008,764.123248145095,495.198439241918,636.184273232724,1.20110364291506,"WA"
"9139","53","otherviol",2008,206.303262277706,102.454849498328,88.4426793751655,2.33262112517631,"WA"
"9140","53","public_oth",2008,1370.01389706748,945.196209587514,833.170240931957,1.64433849141687,"WA"
"9141","53","robbery",2008,1405.06542221175,432.921962095875,395.981996293355,3.54830632544931,"WA"
"9142","53","sexassault",2008,2827.15587092215,565.510590858417,396.9870267408,7.12153214207692,"WA"
"9143","53","weapons",2008,747.098221646449,407.810479375697,349.750595710882,2.13608848936467,"WA"
"9144","53","arson",2009,60.0788526369922,28.0764837347902,34.1732537907035,1.75806649858247,"WA"
"9145","53","assault",2009,2117.77955545397,1000.72609883288,995.044742729306,2.12832595813242,"WA"
"9146","53","burglary",2009,1330.74658590938,772.10330270673,742.765722097937,1.79161012189778,"WA"
"9147","53","drugposs",2009,462.60716530484,619.688105289297,535.716007954263,0.863530599116118,"WA"
"9148","53","drugtraff",2009,1684.21050225701,1045.84901912093,1150.83457618693,1.46346880525377,"WA"
"9149","53","dwi",2009,74.0972515856237,96.262229947852,48.2445935868755,1.53586642723385,"WA"
"9150","53","fraud",2009,494.649220044569,406.106282592501,373.895600298285,1.32296079346735,"WA"
"9151","53","homicide",2009,2270.9806296783,252.688353613112,195.993661446682,11.5870105845036,"WA"
"9152","53","kidnapping",2009,166.218158962345,33.0901415445741,22.1121053939846,7.51706614999959,"WA"
"9153","53","larceny",2009,584.767499000057,414.128135088155,433.196246582153,1.34989050254654,"WA"
"9154","53","mvtheft",2009,319.419233186675,390.062577601192,227.151628138205,1.40619389702253,"WA"
"9155","53","otherdrug",2009,390.512542140449,71.1939408989322,302.533805617698,1.29080629962367,"WA"
"9156","53","otherprop",2009,623.818753214102,280.764837347902,455.308351976137,1.37010171350161,"WA"
"9157","53","otherviol",2009,220.289126335638,120.327787434815,113.575814069103,1.93957778899659,"WA"
"9158","53","public_oth",2009,1481.94503171247,1039.83262974919,907.601416853095,1.63281480636157,"WA"
"9159","53","robbery",2009,1441.89246328781,542.477775018624,532.700720855083,2.70675898649679,"WA"
"9160","53","sexassault",2009,2994.93080395406,605.649863421902,585.970792940592,5.11105816200245,"WA"
"9161","53","weapons",2009,805.056625335695,356.972436056618,430.180959482973,1.871437141949,"WA"
"9162","53","arson",2010,54.0123365126506,17.0343434343434,24.0563600782779,2.24524143872547,"WA"
"9163","53","assault",2010,2123.48500771032,902.820202020202,962.254403131116,2.20678128445101,"WA"
"9164","53","burglary",2010,1360.31069735565,789.591919191919,749.756555772994,1.8143365161418,"WA"
"9165","53","drugposs",2010,547.124964304072,682.375757575758,553.296281800391,0.988846269712426,"WA"
"9166","53","drugtraff",2010,1580.360957222,970.957575757576,1034.42348336595,1.52776979896048,"WA"
"9167","53","dwi",2010,122.027871380433,78.1575757575758,63.1479452054795,1.93241238465261,"WA"
"9168","53","fraud",2010,527.120395225313,339.684848484848,349.819569471624,1.50683506935157,"WA"
"9169","53","homicide",2010,2325.53115540579,222.448484848485,202.474363992172,11.4855585149323,"WA"
"9170","53","kidnapping",2010,177.040436347022,32.0646464646465,37.0868884540117,4.77366648233524,"WA"
"9171","53","larceny",2010,566.129304928894,278.561616161616,355.833659491194,1.59099424640828,"WA"
"9172","53","mvtheft",2010,482.110114798104,383.773737373737,333.781996086106,1.44438621750508,"WA"
"9173","53","otherdrug",2010,160.036552630076,59.1191919191919,68.159686888454,2.34796490324232,"WA"
"9174","53","otherprop",2010,450.102804272089,270.545454545455,311.730332681018,1.44388516959837,"WA"
"9175","53","otherviol",2010,227.05185904392,101.20404040404,103.241878669276,2.19922246641071,"WA"
"9176","53","public_oth",2010,1614.36872465589,1000.01616161616,995.331898238747,1.62194010612192,"WA"
"9177","53","robbery",2010,1451.331486664,478.965656565657,536.256360078278,2.70641356393824,"WA"
"9178","53","sexassault",2010,3012.68810326118,528.064646464646,559.310371819961,5.38643346351344,"WA"
"9179","53","weapons",2010,732.167228282598,304.614141414141,443.037964774951,1.65260606651287,"WA"
"9180","53","arson",2011,47.0027216399328,25,23.0030818705614,2.04332279928479,"WA"
"9181","53","assault",2011,2064.11952052811,909,819.109741390862,2.51995479509645,"WA"
"9182","53","burglary",2011,1400.08107012566,793,763.102237706016,1.83472279459497,"WA"
"9183","53","drugposs",2011,676.039145289247,836,709.095002009916,0.953383035239322,"WA"
"9184","53","drugtraff",2011,1517.08784527187,907,1099.14725981509,1.38024075639064,"WA"
"9185","53","dwi",2011,137.007933290868,89,82.0109875385234,1.67060460315163,"WA"
"9186","53","fraud",2011,517.029938039261,373,371.0497119121,1.39342498172251,"WA"
"9187","53","homicide",2011,2345.13579246048,196,154.020635133324,15.2261142828717,"WA"
"9188","53","kidnapping",2011,172.009960044009,41,46.0061637411229,3.7388459731594,"WA"
"9189","53","larceny",2011,489.028316636748,286,323.043280182232,1.51381671323075,"WA"
"9190","53","mvtheft",2011,532.03080664775,444,372.049845906472,1.42999872866899,"WA"
"9191","53","otherdrug",2011,151.008743992125,32,78.0104515610344,1.93575015873325,"WA"
"9192","53","otherprop",2011,409.023684058139,265,287.038456384832,1.42497869173935,"WA"
"9193","53","otherviol",2011,225.013029127338,111,117.015677341552,1.92293062125819,"WA"
"9194","53","public_oth",2011,1619.0937518096,1004,1069.14323998392,1.51438431377441,"WA"
"9195","53","robbery",2011,1394.08072268226,415,387.051855822055,3.60179314919286,"WA"
"9196","53","sexassault",2011,2981.17262146042,516,502.067265174863,5.93779524825647,"WA"
"9197","53","weapons",2011,594.034396896172,256,262.035106525526,2.26700309272607,"WA"
"9198","53","arson",2012,49,26.0102564102564,21,2.33333333333333,"WA"
"9199","53","assault",2012,2154,943.371992110454,900,2.39333333333333,"WA"
"9200","53","burglary",2012,1430,836.329783037475,799,1.78973717146433,"WA"
"9201","53","drugposs",2012,803,948.373964497041,877,0.915621436716078,"WA"
"9202","53","drugtraff",2012,1325,915.360946745562,884,1.49886877828054,"WA"
"9203","53","dwi",2012,144,82.0323471400394,107,1.34579439252336,"WA"
"9204","53","fraud",2012,519,328.129388560158,353,1.47025495750708,"WA"
"9205","53","homicide",2012,2387,171.067455621302,145,16.4620689655172,"WA"
"9206","53","kidnapping",2012,167,44.0173570019724,52,3.21153846153846,"WA"
"9207","53","larceny",2012,452,258.101775147929,306,1.47712418300654,"WA"
"9208","53","mvtheft",2012,604,455.179487179487,439,1.37585421412301,"WA"
"9209","53","otherdrug",2012,105,17.0067061143984,54,1.94444444444444,"WA"
"9210","53","otherprop",2012,387,262.103353057199,269,1.43866171003717,"WA"
"9211","53","otherviol",2012,219,76.0299802761341,98,2.23469387755102,"WA"
"9212","53","public_oth",2012,1554,1044.41183431953,993,1.56495468277946,"WA"
"9213","53","robbery",2012,1422,431.170019723866,432,3.29166666666667,"WA"
"9214","53","sexassault",2012,2995,482.190138067061,510,5.87254901960784,"WA"
"9215","53","weapons",2012,588,287.113214990138,279,2.10752688172043,"WA"
"9216","53","arson",2013,54.0093151630154,29.0145,30.0116792110044,1.79960990464045,"WA"
"9217","53","assault",2013,2197.37898913231,952.476,899.349987023099,2.44329684865595,"WA"
"9218","53","burglary",2013,1467.25306192858,986.493,855.332857513626,1.71541762839996,"WA"
"9219","53","drugposs",2013,874.150767638434,956.478,952.370620295873,0.917868263687997,"WA"
"9220","53","drugtraff",2013,1356.2339140935,844.422,888.345704645731,1.52669609027305,"WA"
"9221","53","dwi",2013,119.020527859238,81.0405,88.0342590189463,1.35197966320842,"WA"
"9222","53","fraud",2013,494.085216491289,370.185,345.134310926551,1.43157374056744,"WA"
"9223","53","homicide",2013,2413.41624978437,176.088,128.049831300285,18.8474769960825,"WA"
"9224","53","kidnapping",2013,159.02742797999,47.0235,38.0147936672723,4.18330372569929,"WA"
"9225","53","larceny",2013,404.069691219596,328.164,295.114845574877,1.36919472970761,"WA"
"9226","53","mvtheft",2013,620.106951871658,541.2705,455.177134700234,1.36234205235296,"WA"
"9227","53","otherdrug",2013,68.0117302052786,18.009,45.0175188165066,1.51078362364877,"WA"
"9228","53","otherprop",2013,380.065551147145,265.1325,291.113288346743,1.30555892280139,"WA"
"9229","53","otherviol",2013,197.033983094704,75.0375,87.0338697119128,2.26387708310452,"WA"
"9230","53","public_oth",2013,1605.27686734518,1078.539,1118.43524526343,1.43528816187036,"WA"
"9231","53","robbery",2013,1421.24512678972,426.213,394.153386971191,3.60581736392284,"WA"
"9232","53","sexassault",2013,2967.51181645679,487.2435,480.186867376071,6.17991040169932,"WA"
"9233","53","weapons",2013,596.102811799207,341.1705,318.123799636647,1.8738076575222,"WA"
"9234","53","arson",2014,53.0119875600792,19.0124199241731,27.0035019455253,1.96315232250326,"WA"
"9235","53","assault",2014,2250.50890585242,921.602039482285,942.122178988327,2.38876544469961,"WA"
"9236","53","burglary",2014,1598.36143624541,858.560857628448,933.121011673152,1.71291977808905,"WA"
"9237","53","drugposs",2014,878.198586372632,922.602693162505,909.117898832685,0.965989766014118,"WA"
"9238","53","drugtraff",2014,1312.29674865705,792.517714733952,792.102723735409,1.65672545912796,"WA"
"9239","53","dwi",2014,112.025332202431,88.057523859328,81.0105058365759,1.38284943471927,"WA"
"9240","53","fraud",2014,519.117387616624,359.23467119885,343.04448767834,1.51326549839035,"WA"
"9241","53","homicide",2014,2461.55662991236,178.116355079095,132.017120622568,18.6457379035697,"WA"
"9242","53","kidnapping",2014,168.037998303647,47.0307229703229,44.0057068741894,3.81855014359981,"WA"
"9243","53","larceny",2014,437.098840825558,294.192181984573,298.038651102464,1.46658441517133,"WA"
"9244","53","mvtheft",2014,706.15968334747,572.373905085632,512.066407263294,1.37903926781976,"WA"
"9245","53","otherdrug",2014,41.0092733955329,17.0111125637338,18.0023346303502,2.27799750630095,"WA"
"9246","53","otherprop",2014,354.080067854114,233.152307491175,290.037613488975,1.22080741044152,"WA"
"9247","53","otherviol",2014,185.041843370088,70.0457576153746,75.0097276264591,2.46690461657956,"WA"
"9248","53","public_oth",2014,1565.3539722929,1106.72297032292,1072.13904020752,1.46002888952716,"WA"
"9249","53","robbery",2014,1453.32864009047,376.245783762583,384.049805447471,3.78421918062722,"WA"
"9250","53","sexassault",2014,2974.67266044671,475.310498104327,567.073540856031,5.24565589139684,"WA"
"9251","53","weapons",2014,619.140005654509,322.210485030723,291.037743190662,2.12735296414426,"WA"
"9252","53","arson",2015,45.0204266908761,NA,NA,NA,"WA"
"9253","53","assault",2015,2230.01180208806,NA,NA,NA,"WA"
"9254","53","burglary",2015,1523.69133000454,NA,NA,NA,"WA"
"9255","53","drugposs",2015,891.404448479346,NA,NA,NA,"WA"
"9256","53","drugtraff",2015,1312.59555152065,NA,NA,NA,"WA"
"9257","53","dwi",2015,119.054017249206,NA,NA,NA,"WA"
"9258","53","fraud",2015,535.242850658193,NA,NA,NA,"WA"
"9259","53","homicide",2015,2508.13799364503,NA,NA,NA,"WA"
"9260","53","kidnapping",2015,171.077621425329,NA,NA,NA,"WA"
"9261","53","larceny",2015,433.196550158874,NA,NA,NA,"WA"
"9262","53","mvtheft",2015,766.347707671357,NA,NA,NA,"WA"
"9263","53","otherdrug",2015,40.0181570585565,NA,NA,NA,"WA"
"9264","53","otherprop",2015,297.134816159782,NA,NA,NA,"WA"
"9265","53","otherviol",2015,180.081706763504,NA,NA,NA,"WA"
"9266","53","public_oth",2015,1599.7258284158,NA,NA,NA,"WA"
"9267","53","robbery",2015,1445.65592374035,NA,NA,NA,"WA"
"9268","53","sexassault",2015,2883.308216069,NA,NA,NA,"WA"
"9269","53","weapons",2015,650.295052201543,NA,NA,NA,"WA"
